# GREAT version 3.0.0	Species assembly: danRer7	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Biological Process	GO:0071345	cellular response to cytokine stimulus	16	2.233043e-2	1.000000e+0	1.000000e+0	4.430090e+1	2.257291e-2	1	9.405377e-4	4.166667e-2	24	3.472991e-2	1.000000e+0	1.000000e+0	2.833721e+1	3.528929e-2	1	14	2.325581e-2	7.142857e-2	DMR_30	cxcr7b
GO Biological Process	GO:0007018	microtubule-based movement	17	2.290620e-2	1.000000e+0	1.000000e+0	8.517405e+0	2.348133e-1	2	9.783888e-3	8.333333e-2	86	2.196741e-1	1.000000e+0	1.000000e+0	4.048173e+0	2.470250e-1	1	98	2.325581e-2	1.020408e-2	DMR_14,DMR_15	dync1li1
GO Biological Process	GO:0016226	iron-sulfur cluster assembly	18	2.343929e-2	1.000000e+0	1.000000e+0	4.218228e+1	2.370664e-2	1	9.877767e-4	4.166667e-2	19	2.738840e-2	1.000000e+0	1.000000e+0	3.606554e+1	2.772730e-2	1	11	2.325581e-2	9.090909e-2	DMR_16	glrx5
GO Biological Process	GO:0006094	gluconeogenesis	19	3.406089e-2	1.000000e+0	1.000000e+0	2.887713e+1	3.462948e-2	1	1.442895e-3	4.166667e-2	14	2.246379e-2	1.000000e+0	1.000000e+0	4.408010e+1	2.268597e-2	1	9	2.325581e-2	1.111111e-1	DMR_32	pc
GO Biological Process	GO:0019319	hexose biosynthetic process	20	3.449911e-2	1.000000e+0	1.000000e+0	2.850417e+1	3.508259e-2	1	1.461775e-3	4.166667e-2	18	2.492913e-2	1.000000e+0	1.000000e+0	3.967209e+1	2.520664e-2	1	10	2.325581e-2	1.000000e-1	DMR_32	pc
GO Biological Process	GO:0009408	response to heat	21	3.462799e-2	1.000000e+0	1.000000e+0	2.839628e+1	3.521589e-2	1	1.467329e-3	4.166667e-2	21	2.984161e-2	1.000000e+0	1.000000e+0	3.306008e+1	3.024796e-2	1	12	2.325581e-2	8.333333e-2	DMR_31	dnaja2
GO Biological Process	GO:0046364	monosaccharide biosynthetic process	22	3.498628e-2	1.000000e+0	1.000000e+0	2.810050e+1	3.558655e-2	1	1.482773e-3	4.166667e-2	19	2.738840e-2	1.000000e+0	1.000000e+0	3.606554e+1	2.772730e-2	1	11	2.325581e-2	9.090909e-2	DMR_32	pc
GO Biological Process	GO:0048920	posterior lateral line neuromast primordium migration	23	3.513558e-2	1.000000e+0	1.000000e+0	2.797904e+1	3.574104e-2	1	1.489210e-3	4.166667e-2	14	2.246379e-2	1.000000e+0	1.000000e+0	4.408010e+1	2.268597e-2	1	9	2.325581e-2	1.111111e-1	DMR_30	cxcr7b
GO Biological Process	GO:0008354	germ cell migration	24	3.666079e-2	1.000000e+0	1.000000e+0	2.679483e+1	3.732064e-2	1	1.555027e-3	4.166667e-2	13	1.999236e-2	1.000000e+0	1.000000e+0	4.959012e+1	2.016531e-2	1	8	2.325581e-2	1.250000e-1	DMR_30	cxcr7b
GO Biological Process	GO:0046686	response to cadmium ion	25	3.697412e-2	1.000000e+0	1.000000e+0	2.656364e+1	3.764544e-2	1	1.568560e-3	4.166667e-2	24	3.472991e-2	1.000000e+0	1.000000e+0	2.833721e+1	3.528929e-2	1	14	2.325581e-2	7.142857e-2	DMR_32	pc
GO Biological Process	GO:0006939	smooth muscle contraction	26	3.702131e-2	1.000000e+0	1.000000e+0	2.652916e+1	3.769437e-2	1	1.570599e-3	4.166667e-2	14	2.246379e-2	1.000000e+0	1.000000e+0	4.408010e+1	2.268597e-2	1	9	2.325581e-2	1.111111e-1	DMR_16	si:dkey-63b1.1
GO Biological Process	GO:0006397	mRNA processing	27	4.203834e-2	1.000000e+0	1.000000e+0	6.114799e+0	3.270753e-1	2	1.362814e-2	8.333333e-2	101	2.583228e-1	1.000000e+0	1.000000e+0	3.362042e+0	2.974383e-1	1	118	2.325581e-2	8.474576e-3	DMR_23,DMR_24	papd4
GO Biological Process	GO:0042310	vasoconstriction	28	4.340898e-2	1.000000e+0	1.000000e+0	2.255385e+1	4.433833e-2	1	1.847430e-3	4.166667e-2	21	2.984161e-2	1.000000e+0	1.000000e+0	3.306008e+1	3.024796e-2	1	12	2.325581e-2	8.333333e-2	DMR_16	si:dkey-63b1.1
GO Biological Process	GO:0009132	nucleoside diphosphate metabolic process	29	4.612199e-2	1.000000e+0	1.000000e+0	2.119854e+1	4.717307e-2	1	1.965545e-3	4.166667e-2	27	4.201728e-2	1.000000e+0	1.000000e+0	2.333653e+1	4.285128e-2	1	17	2.325581e-2	5.882353e-2	DMR_33	nudt18
GO Biological Process	GO:0009058	biosynthetic process	30	5.007626e-2	1.000000e+0	1.000000e+0	1.872519e+0	4.272320e+0	8	1.780133e-1	3.333333e-1	57	1.333245e-1	1.000000e+0	1.000000e+0	1.626858e+0	4.302773e+0	7	1707	1.627907e-1	4.100762e-3	DMR_11,DMR_14,DMR_15,DMR_16,DMR_18,DMR_31,DMR_32,DMR_9	chst13,crls1,glrx5,gpt2,med29,mrpl3,pc
GO Biological Process	GO:0016071	mRNA metabolic process	31	5.076266e-2	1.000000e+0	1.000000e+0	5.504259e+0	3.633550e-1	2	1.513979e-2	8.333333e-2	105	2.860759e-1	1.000000e+0	1.000000e+0	2.982864e+0	3.352483e-1	1	133	2.325581e-2	7.518797e-3	DMR_23,DMR_24	papd4
GO Biological Process	GO:0007602	phototransduction	32	6.191547e-2	1.000000e+0	1.000000e+0	1.566657e+1	6.383019e-2	1	2.659591e-3	4.166667e-2	33	6.118856e-2	1.000000e+0	1.000000e+0	1.586884e+1	6.301659e-2	1	25	2.325581e-2	4.000000e-2	DMR_5	rhol
GO Biological Process	GO:0018298	protein-chromophore linkage	33	6.501051e-2	1.000000e+0	1.000000e+0	1.489737e+1	6.712594e-2	1	2.796914e-3	4.166667e-2	37	6.828074e-2	1.000000e+0	1.000000e+0	1.416860e+1	7.057858e-2	1	28	2.325581e-2	3.571429e-2	DMR_5	rhol
GO Biological Process	GO:0006936	muscle contraction	34	7.033191e-2	1.000000e+0	1.000000e+0	1.373306e+1	7.281696e-2	1	3.034040e-3	4.166667e-2	31	5.643117e-2	1.000000e+0	1.000000e+0	1.724874e+1	5.797526e-2	1	23	2.325581e-2	4.347826e-2	DMR_16	si:dkey-63b1.1
GO Biological Process	GO:0050880	regulation of blood vessel size	35	7.160920e-2	1.000000e+0	1.000000e+0	1.347934e+1	7.418762e-2	1	3.091151e-3	4.166667e-2	29	5.404365e-2	1.000000e+0	1.000000e+0	1.803277e+1	5.545460e-2	1	22	2.325581e-2	4.545455e-2	DMR_16	si:dkey-63b1.1
GO Biological Process	GO:0009266	response to temperature stimulus	36	7.356140e-2	1.000000e+0	1.000000e+0	1.310856e+1	7.628600e-2	1	3.178583e-3	4.166667e-2	31	5.643117e-2	1.000000e+0	1.000000e+0	1.724874e+1	5.797526e-2	1	23	2.325581e-2	4.347826e-2	DMR_31	dnaja2
GO Biological Process	GO:0010038	response to metal ion	37	8.586716e-2	1.000000e+0	1.000000e+0	1.115926e+1	8.961167e-2	1	3.733819e-3	4.166667e-2	44	8.693838e-2	1.000000e+0	1.000000e+0	1.102003e+1	9.074389e-2	1	36	2.325581e-2	2.777778e-2	DMR_32	pc
GO Biological Process	GO:0009583	detection of light stimulus	38	8.762490e-2	1.000000e+0	1.000000e+0	1.092549e+1	9.152910e-2	1	3.813713e-3	4.166667e-2	41	8.230847e-2	1.000000e+0	1.000000e+0	1.166826e+1	8.570256e-2	1	34	2.325581e-2	2.941176e-2	DMR_5	rhol
GO Biological Process	GO:0007017	microtubule-based process	39	8.875947e-2	1.000000e+0	1.000000e+0	3.995199e+0	5.006008e-1	2	2.085837e-2	8.333333e-2	149	4.148229e-1	1.000000e+0	1.000000e+0	1.880194e+0	5.318600e-1	1	211	2.325581e-2	4.739336e-3	DMR_14,DMR_15	dync1li1
GO Biological Process	GO:0042462	eye photoreceptor cell development	40	8.962934e-2	1.000000e+0	1.000000e+0	1.067008e+1	9.371998e-2	1	3.904999e-3	4.166667e-2	29	5.404365e-2	1.000000e+0	1.000000e+0	1.803277e+1	5.545460e-2	1	22	2.325581e-2	4.545455e-2	DMR_9	med29
GO Biological Process	GO:0003018	vascular process in circulatory system	41	9.413755e-2	1.000000e+0	1.000000e+0	1.013536e+1	9.866444e-2	1	4.111019e-3	4.166667e-2	34	6.355846e-2	1.000000e+0	1.000000e+0	1.525850e+1	6.553725e-2	1	26	2.325581e-2	3.846154e-2	DMR_16	si:dkey-63b1.1
GO Biological Process	GO:0009628	response to abiotic stimulus	42	1.001154e-1	1.000000e+0	1.000000e+0	3.720670e+0	5.375376e-1	2	2.239740e-2	8.333333e-2	38	7.330428e-2	1.000000e+0	1.000000e+0	4.482722e+0	4.461575e-1	2	177	4.651163e-2	1.129944e-2	DMR_31,DMR_5	dnaja2,rhol
GO Biological Process	GO:0006412	translation	43	1.017160e-1	1.000000e+0	1.000000e+0	3.685685e+0	5.426399e-1	2	2.261000e-2	8.333333e-2	179	4.903623e-1	1.000000e+0	1.000000e+0	1.497060e+0	6.679758e-1	1	265	2.325581e-2	3.773585e-3	DMR_14,DMR_15	mrpl3
GO Biological Process	GO:0010035	response to inorganic substance	44	1.020406e-1	1.000000e+0	1.000000e+0	9.311907e+0	1.073894e-1	1	4.474558e-3	4.166667e-2	49	1.052309e-1	1.000000e+0	1.000000e+0	9.016385e+0	1.109092e-1	1	44	2.325581e-2	2.272727e-2	DMR_32	pc
GO Biological Process	GO:0048916	posterior lateral line development	45	1.026317e-1	1.000000e+0	1.000000e+0	9.255403e+0	1.080450e-1	1	4.501875e-3	4.166667e-2	35	6.592252e-2	1.000000e+0	1.000000e+0	1.469337e+1	6.805792e-2	1	27	2.325581e-2	3.703704e-2	DMR_30	cxcr7b
GO Biological Process	GO:0045454	cell redox homeostasis	46	1.041241e-1	1.000000e+0	1.000000e+0	9.115609e+0	1.097019e-1	1	4.570914e-3	4.166667e-2	55	1.231653e-1	1.000000e+0	1.000000e+0	7.629249e+0	1.310745e-1	1	52	2.325581e-2	1.923077e-2	DMR_16	glrx5
GO Biological Process	GO:0008654	phospholipid biosynthetic process	47	1.089004e-1	1.000000e+0	1.000000e+0	8.693949e+0	1.150225e-1	1	4.792606e-3	4.166667e-2	52	1.119979e-1	1.000000e+0	1.000000e+0	8.440871e+0	1.184712e-1	1	47	2.325581e-2	2.127660e-2	DMR_11	crls1
GO Biological Process	GO:0048484	enteric nervous system development	48	1.121464e-1	1.000000e+0	1.000000e+0	8.427860e+0	1.186541e-1	1	4.943920e-3	4.166667e-2	28	5.165024e-2	1.000000e+0	1.000000e+0	1.889147e+1	5.293394e-2	1	21	2.325581e-2	4.761905e-2	DMR_7	gfra1a
GO Biological Process	GO:0007005	mitochondrion organization	49	1.131313e-1	1.000000e+0	1.000000e+0	8.350135e+0	1.197585e-1	1	4.989939e-3	4.166667e-2	51	1.097478e-1	1.000000e+0	1.000000e+0	8.624368e+0	1.159505e-1	1	46	2.325581e-2	2.173913e-2	DMR_18	chchd6a
GO Biological Process	GO:0032012	regulation of ARF protein signal transduction	50	1.136981e-1	1.000000e+0	1.000000e+0	8.306020e+0	1.203946e-1	1	5.016442e-3	4.166667e-2	46	9.612984e-2	1.000000e+0	1.000000e+0	9.918023e+0	1.008265e-1	1	40	2.325581e-2	2.500000e-2	DMR_20	iqsec3a
GO Biological Process	GO:0048915	posterior lateral line system development	51	1.177011e-1	1.000000e+0	1.000000e+0	8.006515e+0	1.248983e-1	1	5.204095e-3	4.166667e-2	41	8.230847e-2	1.000000e+0	1.000000e+0	1.166826e+1	8.570256e-2	1	34	2.325581e-2	2.941176e-2	DMR_30	cxcr7b
GO Biological Process	GO:0048881	mechanosensory lateral line system development	52	1.202326e-1	1.000000e+0	1.000000e+0	7.827395e+0	1.277564e-1	1	5.323184e-3	4.166667e-2	43	8.462628e-2	1.000000e+0	1.000000e+0	1.133488e+1	8.822323e-2	1	35	2.325581e-2	2.857143e-2	DMR_30	cxcr7b
GO Biological Process	GO:0042461	photoreceptor cell development	53	1.228990e-1	1.000000e+0	1.000000e+0	7.646693e+0	1.307755e-1	1	5.448978e-3	4.166667e-2	39	7.765564e-2	1.000000e+0	1.000000e+0	1.239753e+1	8.066123e-2	1	32	2.325581e-2	3.125000e-2	DMR_9	med29
GO Biological Process	GO:0048483	autonomic nervous system development	54	1.254376e-1	1.000000e+0	1.000000e+0	7.481779e+0	1.336580e-1	1	5.569085e-3	4.166667e-2	35	6.592252e-2	1.000000e+0	1.000000e+0	1.469337e+1	6.805792e-2	1	27	2.325581e-2	3.703704e-2	DMR_7	gfra1a
GO Biological Process	GO:0007601	visual perception	55	1.297151e-1	1.000000e+0	1.000000e+0	7.218483e+0	1.385333e-1	1	5.772219e-3	4.166667e-2	66	1.472529e-1	1.000000e+0	1.000000e+0	6.297158e+0	1.588018e-1	1	63	2.325581e-2	1.587302e-2	DMR_5	rhol
GO Biological Process	GO:0050953	sensory perception of light stimulus	56	1.299433e-1	1.000000e+0	1.000000e+0	7.204920e+0	1.387941e-1	1	5.783085e-3	4.166667e-2	67	1.494104e-1	1.000000e+0	1.000000e+0	6.198765e+0	1.613225e-1	1	64	2.325581e-2	1.562500e-2	DMR_5	rhol
GO Biological Process	GO:0001754	eye photoreceptor cell differentiation	57	1.317322e-1	1.000000e+0	1.000000e+0	7.100247e+0	1.408402e-1	1	5.868340e-3	4.166667e-2	39	7.765564e-2	1.000000e+0	1.000000e+0	1.239753e+1	8.066123e-2	1	32	2.325581e-2	3.125000e-2	DMR_9	med29
GO Biological Process	GO:0022412	cellular process involved in reproduction in multicellular organism	58	1.354737e-1	1.000000e+0	1.000000e+0	6.890231e+0	1.451330e-1	1	6.047209e-3	4.166667e-2	44	8.693838e-2	1.000000e+0	1.000000e+0	1.102003e+1	9.074389e-2	1	36	2.325581e-2	2.777778e-2	DMR_30	cxcr7b
GO Biological Process	GO:0006396	RNA processing	59	1.399800e-1	1.000000e+0	1.000000e+0	3.035472e+0	6.588762e-1	2	2.745317e-2	8.333333e-2	178	4.890541e-1	1.000000e+0	1.000000e+0	1.502731e+0	6.654552e-1	1	264	2.325581e-2	3.787879e-3	DMR_23,DMR_24	papd4
GO Biological Process	GO:0006006	glucose metabolic process	60	1.412086e-1	1.000000e+0	1.000000e+0	6.589898e+0	1.517474e-1	1	6.322809e-3	4.166667e-2	58	1.341955e-1	1.000000e+0	1.000000e+0	6.960016e+0	1.436778e-1	1	57	2.325581e-2	1.754386e-2	DMR_32	pc
GO Biological Process	GO:0048882	lateral line development	61	1.467873e-1	1.000000e+0	1.000000e+0	6.320213e+0	1.582225e-1	1	6.592605e-3	4.166667e-2	52	1.119979e-1	1.000000e+0	1.000000e+0	8.440871e+0	1.184712e-1	1	47	2.325581e-2	2.127660e-2	DMR_30	cxcr7b
GO Biological Process	GO:0001570	vasculogenesis	62	1.478437e-1	1.000000e+0	1.000000e+0	6.271431e+0	1.594532e-1	1	6.643885e-3	4.166667e-2	48	1.029641e-1	1.000000e+0	1.000000e+0	9.226068e+0	1.083885e-1	1	43	2.325581e-2	2.325581e-2	DMR_30	cxcr7b
GO Biological Process	GO:0009582	detection of abiotic stimulus	63	1.597085e-1	1.000000e+0	1.000000e+0	5.767774e+0	1.733771e-1	1	7.224047e-3	4.166667e-2	54	1.164814e-1	1.000000e+0	1.000000e+0	8.096346e+0	1.235125e-1	1	49	2.325581e-2	2.040816e-2	DMR_5	rhol
GO Biological Process	GO:0009581	detection of external stimulus	64	1.606598e-1	1.000000e+0	1.000000e+0	5.730603e+0	1.745017e-1	1	7.270904e-3	4.166667e-2	56	1.253823e-1	1.000000e+0	1.000000e+0	7.485301e+0	1.335952e-1	1	53	2.325581e-2	1.886792e-2	DMR_5	rhol
GO Biological Process	GO:0007276	gamete generation	65	1.631813e-1	1.000000e+0	1.000000e+0	5.634174e+0	1.774883e-1	1	7.395345e-3	4.166667e-2	60	1.363852e-1	1.000000e+0	1.000000e+0	6.840016e+0	1.461985e-1	1	58	2.325581e-2	1.724138e-2	DMR_30	cxcr7b
GO Biological Process	GO:0046530	photoreceptor cell differentiation	66	1.635247e-1	1.000000e+0	1.000000e+0	5.621272e+0	1.778957e-1	1	7.412320e-3	4.166667e-2	47	1.006916e-1	1.000000e+0	1.000000e+0	9.445736e+0	1.058679e-1	1	42	2.325581e-2	2.380952e-2	DMR_9	med29
GO Biological Process	GO:0051606	detection of stimulus	67	1.640633e-1	1.000000e+0	1.000000e+0	5.601143e+0	1.785350e-1	1	7.438958e-3	4.166667e-2	58	1.341955e-1	1.000000e+0	1.000000e+0	6.960016e+0	1.436778e-1	1	57	2.325581e-2	1.754386e-2	DMR_5	rhol
GO Biological Process	GO:0009416	response to light stimulus	68	1.655176e-1	1.000000e+0	1.000000e+0	5.547443e+0	1.802632e-1	1	7.510968e-3	4.166667e-2	76	1.706938e-1	1.000000e+0	1.000000e+0	5.361094e+0	1.865291e-1	1	74	2.325581e-2	1.351351e-2	DMR_5	rhol
GO Biological Process	GO:0006836	neurotransmitter transport	69	1.692297e-1	1.000000e+0	1.000000e+0	5.414546e+0	1.846877e-1	1	7.695320e-3	4.166667e-2	62	1.407484e-1	1.000000e+0	1.000000e+0	6.612016e+0	1.512398e-1	1	60	2.325581e-2	1.666667e-2	DMR_20	slc6a1l
GO Biological Process	GO:0048609	multicellular organismal reproductive process	70	1.732528e-1	1.000000e+0	1.000000e+0	5.276927e+0	1.895042e-1	1	7.896009e-3	4.166667e-2	64	1.450901e-1	1.000000e+0	1.000000e+0	6.398725e+0	1.562811e-1	1	62	2.325581e-2	1.612903e-2	DMR_30	cxcr7b
GO Biological Process	GO:0006950	response to stress	71	1.774432e-1	1.000000e+0	1.000000e+0	2.051267e+0	1.462511e+0	3	6.093795e-2	1.250000e-1	72	1.587331e-1	1.000000e+0	1.000000e+0	2.175800e+0	1.378803e+0	3	547	6.976744e-2	5.484461e-3	DMR_16,DMR_18,DMR_31	chchd6a,dnaja2,si:dkey-63b1.1
GO Biological Process	GO:0019953	sexual reproduction	72	1.777055e-1	1.000000e+0	1.000000e+0	5.131855e+0	1.948613e-1	1	8.119221e-3	4.166667e-2	64	1.450901e-1	1.000000e+0	1.000000e+0	6.398725e+0	1.562811e-1	1	62	2.325581e-2	1.612903e-2	DMR_30	cxcr7b
GO Biological Process	GO:0006928	cellular component movement	73	1.790167e-1	1.000000e+0	1.000000e+0	2.042520e+0	1.468774e+0	3	6.119892e-2	1.250000e-1	94	2.485183e-1	1.000000e+0	1.000000e+0	2.088005e+0	9.578522e-1	2	380	4.651163e-2	5.263158e-3	DMR_14,DMR_15,DMR_30	cxcr7b,dync1li1
GO Biological Process	GO:0006457	protein folding	74	1.809852e-1	1.000000e+0	1.000000e+0	5.029550e+0	1.988249e-1	1	8.284373e-3	4.166667e-2	87	2.216524e-1	1.000000e+0	1.000000e+0	4.007282e+0	2.495457e-1	1	99	2.325581e-2	1.010101e-2	DMR_31	dnaja2
GO Biological Process	GO:0048925	lateral line system development	75	1.813403e-1	1.000000e+0	1.000000e+0	5.018695e+0	1.992550e-1	1	8.302291e-3	4.166667e-2	62	1.407484e-1	1.000000e+0	1.000000e+0	6.612016e+0	1.512398e-1	1	60	2.325581e-2	1.666667e-2	DMR_30	cxcr7b
GO Biological Process	GO:0044723	single-organism carbohydrate metabolic process	76	1.824718e-1	1.000000e+0	1.000000e+0	2.566042e+0	7.794106e-1	2	3.247544e-2	8.333333e-2	61	1.393806e-1	1.000000e+0	1.000000e+0	3.051699e+0	6.553725e-1	2	260	4.651163e-2	7.692308e-3	DMR_18,DMR_32	chst13,pc
GO Biological Process	GO:0044802	single-organism membrane organization	77	1.832383e-1	1.000000e+0	1.000000e+0	4.961380e+0	2.015568e-1	1	8.398201e-3	4.166667e-2	67	1.494104e-1	1.000000e+0	1.000000e+0	6.198765e+0	1.613225e-1	1	64	2.325581e-2	1.562500e-2	DMR_18	chchd6a
GO Biological Process	GO:0060538	skeletal muscle organ development	78	1.847007e-1	1.000000e+0	1.000000e+0	4.918022e+0	2.033338e-1	1	8.472241e-3	4.166667e-2	69	1.537093e-1	1.000000e+0	1.000000e+0	6.010923e+0	1.663638e-1	1	66	2.325581e-2	1.515152e-2	DMR_12	smyd3
GO Biological Process	GO:0007186	G-protein coupled receptor signaling pathway	79	1.867259e-1	1.000000e+0	1.000000e+0	2.001036e+0	1.499224e+0	3	6.246765e-2	1.250000e-1	125	3.236464e-1	1.000000e+0	1.000000e+0	1.498946e+0	2.001407e+0	3	794	6.976744e-2	3.778338e-3	DMR_16,DMR_30,DMR_5	cxcr7b,rhol,si:dkey-63b1.1
GO Biological Process	GO:0044702	single organism reproductive process	80	1.876094e-1	1.000000e+0	1.000000e+0	4.833785e+0	2.068772e-1	1	8.619885e-3	4.166667e-2	69	1.537093e-1	1.000000e+0	1.000000e+0	6.010923e+0	1.663638e-1	1	66	2.325581e-2	1.515152e-2	DMR_30	cxcr7b
GO Biological Process	GO:0019318	hexose metabolic process	81	1.878877e-1	1.000000e+0	1.000000e+0	4.825862e+0	2.072168e-1	1	8.634035e-3	4.166667e-2	78	1.769768e-1	1.000000e+0	1.000000e+0	5.152220e+0	1.940911e-1	1	77	2.325581e-2	1.298701e-2	DMR_32	pc
GO Biological Process	GO:0005996	monosaccharide metabolic process	82	1.900596e-1	1.000000e+0	1.000000e+0	4.764817e+0	2.098716e-1	1	8.744652e-3	4.166667e-2	80	1.811396e-1	1.000000e+0	1.000000e+0	5.021784e+0	1.991324e-1	1	79	2.325581e-2	1.265823e-2	DMR_32	pc
