# GREAT version 3.0.0	Species assembly: danRer7	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Molecular Function	GO:0022838	substrate-specific channel activity	24	6.908173e-2	1.000000e+0	1.000000e+0	4.537865e+0	4.407359e-1	2	4.407359e-2	2.000000e-1	41	2.529692e-1	1.000000e+0	1.000000e+0	3.461648e+0	2.888798e-1	1	308	6.250000e-2	3.246753e-3	DMR_10,DMR_34	kcnj13
GO Molecular Function	GO:0022890	inorganic cation transmembrane transporter activity	25	7.115009e-2	1.000000e+0	1.000000e+0	4.462543e+0	4.481749e-1	2	4.481749e-2	2.000000e-1	46	3.027422e-1	1.000000e+0	1.000000e+0	2.805757e+0	3.564101e-1	1	380	6.250000e-2	2.631579e-3	DMR_10,DMR_34	kcnj13
GO Molecular Function	GO:0015267	channel activity	26	7.147752e-2	1.000000e+0	1.000000e+0	4.450919e+0	4.493455e-1	2	4.493455e-2	2.000000e-1	42	2.629008e-1	1.000000e+0	1.000000e+0	3.311141e+0	3.020107e-1	1	322	6.250000e-2	3.105590e-3	DMR_10,DMR_34	kcnj13
GO Molecular Function	GO:0008026	ATP-dependent helicase activity	27	7.654731e-2	1.000000e+0	1.000000e+0	1.260725e+1	7.931946e-2	1	7.931946e-3	1.000000e-1	13	7.422957e-2	1.000000e+0	1.000000e+0	1.300229e+1	7.690955e-2	1	82	6.250000e-2	1.219512e-2	DMR_35	xrcc5
GO Molecular Function	GO:0038023	signaling receptor activity	28	7.836464e-2	1.000000e+0	1.000000e+0	2.867582e+0	1.046178e+0	3	1.046178e-1	3.000000e-1	38	2.427048e-1	1.000000e+0	1.000000e+0	2.119657e+0	9.435489e-1	2	1006	1.250000e-1	1.988072e-3	DMR_10,DMR_3,DMR_34	cntfr,mtnr1ba
GO Molecular Function	GO:0008324	cation transmembrane transporter activity	29	9.672753e-2	1.000000e+0	1.000000e+0	3.739797e+0	5.347884e-1	2	5.347884e-2	2.000000e-1	47	3.556359e-1	1.000000e+0	1.000000e+0	2.307765e+0	4.333197e-1	1	462	6.250000e-2	2.164502e-3	DMR_10,DMR_34	kcnj13
GO Molecular Function	GO:0004930	G-protein coupled receptor activity	30	9.726197e-2	1.000000e+0	1.000000e+0	3.727793e+0	5.365105e-1	2	5.365105e-2	2.000000e-1	59	4.906456e-1	1.000000e+0	1.000000e+0	1.514471e+0	6.602966e-1	1	704	6.250000e-2	1.420455e-3	DMR_10,DMR_34	mtnr1ba
GO Molecular Function	GO:0004871	signal transducer activity	31	1.108823e-1	1.000000e+0	1.000000e+0	2.478642e+0	1.210340e+0	3	1.210340e-1	3.000000e-1	45	3.004468e-1	1.000000e+0	1.000000e+0	1.825664e+0	1.095492e+0	2	1168	1.250000e-1	1.712329e-3	DMR_10,DMR_3,DMR_34	cntfr,mtnr1ba
GO Molecular Function	GO:0004872	receptor activity	32	1.175722e-1	1.000000e+0	1.000000e+0	2.416954e+0	1.241232e+0	3	1.241232e-1	3.000000e-1	44	2.954476e-1	1.000000e+0	1.000000e+0	1.847812e+0	1.082361e+0	2	1154	1.250000e-1	1.733102e-3	DMR_10,DMR_3,DMR_34	cntfr,mtnr1ba
GO Molecular Function	GO:0004386	helicase activity	33	1.388331e-1	1.000000e+0	1.000000e+0	6.740568e+0	1.483555e-1	1	1.483555e-2	1.000000e-1	20	1.144136e-1	1.000000e+0	1.000000e+0	8.265019e+0	1.209919e-1	1	129	6.250000e-2	7.751938e-3	DMR_35	xrcc5
GO Molecular Function	GO:0004725	protein tyrosine phosphatase activity	34	1.590398e-1	1.000000e+0	1.000000e+0	5.823450e+0	1.717195e-1	1	1.717195e-2	1.000000e-1	18	1.000716e-1	1.000000e+0	1.000000e+0	9.519531e+0	1.050472e-1	1	112	6.250000e-2	8.928571e-3	DMR_17	mtmr1b
GO Molecular Function	GO:0015075	ion transmembrane transporter activity	35	1.677417e-1	1.000000e+0	1.000000e+0	2.685020e+0	7.448734e-1	2	7.448734e-2	2.000000e-1	52	4.444181e-1	1.000000e+0	1.000000e+0	1.733638e+0	5.768216e-1	1	615	6.250000e-2	1.626016e-3	DMR_10,DMR_34	kcnj13
GO Molecular Function	GO:0022891	substrate-specific transmembrane transporter activity	36	1.805265e-1	1.000000e+0	1.000000e+0	2.564053e+0	7.800151e-1	2	7.800151e-2	2.000000e-1	55	4.651392e-1	1.000000e+0	1.000000e+0	1.630256e+0	6.134006e-1	1	654	6.250000e-2	1.529052e-3	DMR_10,DMR_34	kcnj13
GO Molecular Function	GO:0042623	ATPase activity, coupled	37	1.846852e-1	1.000000e+0	1.000000e+0	4.947786e+0	2.021106e-1	1	2.021106e-2	1.000000e-1	28	1.696665e-1	1.000000e+0	1.000000e+0	5.412119e+0	1.847705e-1	1	197	6.250000e-2	5.076142e-3	DMR_35	xrcc5
GO Molecular Function	GO:0004721	phosphoprotein phosphatase activity	38	1.957830e-1	1.000000e+0	1.000000e+0	4.639734e+0	2.155296e-1	1	2.155296e-2	1.000000e-1	25	1.457011e-1	1.000000e+0	1.000000e+0	6.384356e+0	1.566329e-1	1	167	6.250000e-2	5.988024e-3	DMR_17	mtmr1b
GO Molecular Function	GO:0022857	transmembrane transporter activity	39	2.053512e-1	1.000000e+0	1.000000e+0	2.361604e+0	8.468819e-1	2	8.468819e-2	2.000000e-1	61	5.053973e-1	1.000000e+0	1.000000e+0	1.452572e+0	6.884343e-1	1	734	6.250000e-2	1.362398e-3	DMR_10,DMR_34	kcnj13
GO Molecular Function	GO:0022892	substrate-specific transporter activity	40	2.066316e-1	1.000000e+0	1.000000e+0	2.352139e+0	8.502901e-1	2	8.502901e-2	2.000000e-1	60	5.024794e-1	1.000000e+0	1.000000e+0	1.464543e+0	6.828067e-1	1	728	6.250000e-2	1.373626e-3	DMR_10,DMR_34	kcnj13
GO Molecular Function	GO:0046872	metal ion binding	41	2.076406e-1	1.000000e+0	1.000000e+0	1.512228e+0	3.306381e+0	5	3.306381e-1	5.000000e-1	6	2.211760e-2	1.000000e+0	1.000000e+0	2.266417e+0	3.088575e+0	7	3293	4.375000e-1	2.125721e-3	DMR_1,DMR_21,DMR_25,DMR_35,DMR_8	march4,si:ch211-208f21.2,si:dkey-156j15.1,si:dkey-199m13.6,si:dkey-199m13.7,si:dkeyp-86f7.4,slit2
GO Molecular Function	GO:0043169	cation binding	42	2.133691e-1	1.000000e+0	1.000000e+0	1.499471e+0	3.334510e+0	5	3.334510e-1	5.000000e-1	7	2.272190e-2	1.000000e+0	1.000000e+0	2.254777e+0	3.104520e+0	7	3310	4.375000e-1	2.114804e-3	DMR_1,DMR_21,DMR_25,DMR_35,DMR_8	march4,si:ch211-208f21.2,si:dkey-156j15.1,si:dkey-199m13.6,si:dkey-199m13.7,si:dkeyp-86f7.4,slit2
GO Molecular Function	GO:0004713	protein tyrosine kinase activity	43	2.228436e-1	1.000000e+0	1.000000e+0	4.016674e+0	2.489622e-1	1	2.489622e-2	1.000000e-1	22	1.177569e-1	1.000000e+0	1.000000e+0	8.016447e+0	1.247435e-1	1	133	6.250000e-2	7.518797e-3	DMR_29	fer
GO Molecular Function	GO:0016887	ATPase activity	44	2.257898e-1	1.000000e+0	1.000000e+0	3.957808e+0	2.526651e-1	1	2.526651e-2	1.000000e-1	31	1.998800e-1	1.000000e+0	1.000000e+0	4.517744e+0	2.213494e-1	1	236	6.250000e-2	4.237288e-3	DMR_35	xrcc5
GO Molecular Function	GO:0016791	phosphatase activity	45	2.346830e-1	1.000000e+0	1.000000e+0	3.789027e+0	2.639200e-1	1	2.639200e-2	1.000000e-1	30	1.899253e-1	1.000000e+0	1.000000e+0	4.781110e+0	2.091565e-1	1	223	6.250000e-2	4.484305e-3	DMR_17	mtmr1b
GO Molecular Function	GO:0005215	transporter activity	46	2.769628e-1	1.000000e+0	1.000000e+0	1.934875e+0	1.033658e+0	2	1.033658e-1	2.000000e-1	65	5.931600e-1	1.000000e+0	1.000000e+0	1.143978e+0	8.741427e-1	1	932	6.250000e-2	1.072961e-3	DMR_10,DMR_34	kcnj13
GO Molecular Function	GO:0003676	nucleic acid binding	47	2.959510e-1	1.000000e+0	1.000000e+0	1.432537e+0	2.792248e+0	4	2.792248e-1	4.000000e-1	11	3.683685e-2	1.000000e+0	1.000000e+0	2.262067e+0	2.652442e+0	6	2828	3.750000e-1	2.121641e-3	DMR_1,DMR_21,DMR_25,DMR_35	lcorl,si:ch211-208f21.2,si:dkey-156j15.1,si:dkey-199m13.6,si:dkey-199m13.7,xrcc5
GO Molecular Function	GO:0042578	phosphoric ester hydrolase activity	48	2.970205e-1	1.000000e+0	1.000000e+0	2.887756e+0	3.462896e-1	1	3.462896e-2	1.000000e-1	39	2.515402e-1	1.000000e+0	1.000000e+0	3.484273e+0	2.870039e-1	1	306	6.250000e-2	3.267974e-3	DMR_17	mtmr1b
GO Molecular Function	GO:0008270	zinc ion binding	49	3.358047e-1	1.000000e+0	1.000000e+0	1.688097e+0	1.184766e+0	2	1.184766e-1	2.000000e-1	43	2.940191e-1	1.000000e+0	1.000000e+0	1.854239e+0	1.078610e+0	2	1150	1.250000e-1	1.739130e-3	DMR_35,DMR_8	march4,si:dkeyp-86f7.4
GO Molecular Function	GO:0043167	ion binding	50	3.699287e-1	1.000000e+0	1.000000e+0	1.206910e+0	4.971373e+0	6	4.971373e-1	6.000000e-1	15	9.065962e-2	1.000000e+0	1.000000e+0	1.603591e+0	4.988804e+0	8	5319	5.000000e-1	1.504042e-3	DMR_1,DMR_21,DMR_25,DMR_29,DMR_35,DMR_8	fer,march4,si:ch211-208f21.2,si:dkey-156j15.1,si:dkey-199m13.6,si:dkey-199m13.7,si:dkeyp-86f7.4,slit2
GO Molecular Function	GO:0046914	transition metal ion binding	51	4.111081e-1	1.000000e+0	1.000000e+0	1.448653e+0	1.380593e+0	2	1.380593e-1	2.000000e-1	49	3.818098e-1	1.000000e+0	1.000000e+0	1.525304e+0	1.311214e+0	2	1398	1.250000e-1	1.430615e-3	DMR_35,DMR_8	march4,si:dkeyp-86f7.4
GO Molecular Function	GO:0016788	hydrolase activity, acting on ester bonds	52	4.295917e-1	1.000000e+0	1.000000e+0	1.831720e+0	5.459351e-1	1	5.459351e-2	1.000000e-1	50	3.989542e-1	1.000000e+0	1.000000e+0	1.996606e+0	5.008500e-1	1	534	6.250000e-2	1.872659e-3	DMR_17	mtmr1b
GO Molecular Function	GO:0003677	DNA binding	53	4.645703e-1	1.000000e+0	1.000000e+0	1.312169e+0	1.524194e+0	2	1.524194e-1	2.000000e-1	48	3.762271e-1	1.000000e+0	1.000000e+0	1.542963e+0	1.296207e+0	2	1382	1.250000e-1	1.447178e-3	DMR_1,DMR_35	lcorl,xrcc5
GO Molecular Function	GO:0017111	nucleoside-triphosphatase activity	54	4.955996e-1	1.000000e+0	1.000000e+0	1.511736e+0	6.614910e-1	1	6.614910e-2	1.000000e-1	54	4.577857e-1	1.000000e+0	1.000000e+0	1.665918e+0	6.002697e-1	1	640	6.250000e-2	1.562500e-3	DMR_35	xrcc5
GO Molecular Function	GO:0016462	pyrophosphatase activity	55	5.007165e-1	1.000000e+0	1.000000e+0	1.490295e+0	6.710080e-1	1	6.710080e-2	1.000000e-1	56	4.667027e-1	1.000000e+0	1.000000e+0	1.622812e+0	6.162143e-1	1	657	6.250000e-2	1.522070e-3	DMR_35	xrcc5
GO Molecular Function	GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	56	5.054173e-1	1.000000e+0	1.000000e+0	1.470959e+0	6.798287e-1	1	6.798287e-2	1.000000e-1	57	4.687808e-1	1.000000e+0	1.000000e+0	1.612992e+0	6.199660e-1	1	661	6.250000e-2	1.512859e-3	DMR_35	xrcc5
GO Molecular Function	GO:0016817	hydrolase activity, acting on acid anhydrides	57	5.068294e-1	1.000000e+0	1.000000e+0	1.465216e+0	6.824931e-1	1	6.824931e-2	1.000000e-1	58	4.708512e-1	1.000000e+0	1.000000e+0	1.603289e+0	6.237177e-1	1	665	6.250000e-2	1.503759e-3	DMR_35	xrcc5
GO Molecular Function	GO:1901363	heterocyclic compound binding	58	5.223773e-1	1.000000e+0	1.000000e+0	1.086209e+0	4.603167e+0	5	4.603167e-1	5.000000e-1	26	1.524895e-1	1.000000e+0	1.000000e+0	1.508654e+0	4.639897e+0	7	4947	4.375000e-1	1.414999e-3	DMR_1,DMR_21,DMR_25,DMR_29,DMR_35	fer,lcorl,si:ch211-208f21.2,si:dkey-156j15.1,si:dkey-199m13.6,si:dkey-199m13.7,xrcc5
GO Molecular Function	GO:0097159	organic cyclic compound binding	59	5.264450e-1	1.000000e+0	1.000000e+0	1.082514e+0	4.618880e+0	5	4.618880e-1	5.000000e-1	27	1.545455e-1	1.000000e+0	1.000000e+0	1.503791e+0	4.654904e+0	7	4963	4.375000e-1	1.410437e-3	DMR_1,DMR_21,DMR_25,DMR_29,DMR_35	fer,lcorl,si:ch211-208f21.2,si:dkey-156j15.1,si:dkey-199m13.6,si:dkey-199m13.7,xrcc5
GO Molecular Function	GO:0005509	calcium ion binding	60	5.476497e-1	1.000000e+0	1.000000e+0	1.311221e+0	7.626481e-1	1	7.626481e-2	1.000000e-1	51	4.218245e-1	1.000000e+0	1.000000e+0	1.857470e+0	5.383668e-1	1	574	6.250000e-2	1.742160e-3	DMR_1	slit2
GO Molecular Function	GO:0004672	protein kinase activity	61	5.657929e-1	1.000000e+0	1.000000e+0	1.249400e+0	8.003841e-1	1	8.003841e-2	1.000000e-1	62	5.107052e-1	1.000000e+0	1.000000e+0	1.431124e+0	6.987514e-1	1	745	6.250000e-2	1.342282e-3	DMR_29	fer
GO Molecular Function	GO:0043565	sequence-specific DNA binding	62	5.718925e-1	1.000000e+0	1.000000e+0	1.229423e+0	8.133899e-1	1	8.133899e-2	1.000000e-1	53	4.487290e-1	1.000000e+0	1.000000e+0	1.711376e+0	5.843250e-1	1	623	6.250000e-2	1.605136e-3	DMR_35	xrcc5
GO Molecular Function	GO:0016787	hydrolase activity	63	5.821463e-1	1.000000e+0	1.000000e+0	1.072239e+0	1.865255e+0	2	1.865255e-1	2.000000e-1	64	5.717055e-1	1.000000e+0	1.000000e+0	1.072623e+0	1.864588e+0	2	1988	1.250000e-1	1.006036e-3	DMR_17,DMR_35	mtmr1b,xrcc5
GO Molecular Function	GO:0016773	phosphotransferase activity, alcohol group as acceptor	64	6.215387e-1	1.000000e+0	1.000000e+0	1.079996e+0	9.259295e-1	1	9.259295e-2	1.000000e-1	63	5.648139e-1	1.000000e+0	1.000000e+0	1.234013e+0	8.103640e-1	1	864	6.250000e-2	1.157407e-3	DMR_29	fer
GO Molecular Function	GO:0016301	kinase activity	65	6.559707e-1	1.000000e+0	1.000000e+0	9.880712e-1	1.012073e+0	1	1.012073e-1	1.000000e-1	66	5.999710e-1	1.000000e+0	1.000000e+0	1.123485e+0	8.900873e-1	1	949	6.250000e-2	1.053741e-3	DMR_29	fer
GO Molecular Function	GO:0016772	transferase activity, transferring phosphorus-containing groups	66	6.988103e-1	1.000000e+0	1.000000e+0	8.843227e-1	1.130809e+0	1	1.130809e-1	1.000000e-1	67	6.454486e-1	1.000000e+0	1.000000e+0	9.964369e-1	1.003576e+0	1	1070	6.250000e-2	9.345794e-4	DMR_29	fer
GO Molecular Function	GO:0005524	ATP binding	67	8.222823e-1	1.000000e+0	1.000000e+0	6.302905e-1	1.586570e+0	1	1.586570e-1	1.000000e-1	68	7.717727e-1	1.000000e+0	1.000000e+0	7.089013e-1	1.410634e+0	1	1504	6.250000e-2	6.648936e-4	DMR_29	fer
GO Molecular Function	GO:0032559	adenyl ribonucleotide binding	68	8.240668e-1	1.000000e+0	1.000000e+0	6.269370e-1	1.595057e+0	1	1.595057e-1	1.000000e-1	69	7.727104e-1	1.000000e+0	1.000000e+0	7.070209e-1	1.414385e+0	1	1508	6.250000e-2	6.631300e-4	DMR_29	fer
GO Molecular Function	GO:0030554	adenyl nucleotide binding	69	8.294434e-1	1.000000e+0	1.000000e+0	6.168640e-1	1.621103e+0	1	1.621103e-1	1.000000e-1	70	7.782610e-1	1.000000e+0	1.000000e+0	6.959448e-1	1.436895e+0	1	1532	6.250000e-2	6.527415e-4	DMR_29	fer
GO Molecular Function	GO:0005488	binding	70	8.590312e-1	1.000000e+0	1.000000e+0	8.504413e-1	7.055161e+0	6	7.055161e-1	6.000000e-1	32	2.054777e-1	1.000000e+0	1.000000e+0	1.273212e+0	7.854153e+0	10	8374	6.250000e-1	1.194172e-3	DMR_1,DMR_21,DMR_25,DMR_29,DMR_35,DMR_8	fer,lcorl,march4,si:ch211-208f21.2,si:dkey-156j15.1,si:dkey-199m13.6,si:dkey-199m13.7,si:dkeyp-86f7.4,slit2,xrcc5
GO Molecular Function	GO:0016740	transferase activity	71	8.677674e-1	1.000000e+0	1.000000e+0	5.459531e-1	1.831659e+0	1	1.831659e-1	1.000000e-1	71	8.397774e-1	1.000000e+0	1.000000e+0	5.781928e-1	1.729527e+0	1	1844	6.250000e-2	5.422993e-4	DMR_29	fer
GO Molecular Function	GO:0003824	catalytic activity	72	8.879889e-1	1.000000e+0	1.000000e+0	6.829584e-1	4.392654e+0	3	4.392654e-1	3.000000e-1	80	8.942567e-1	1.000000e+0	1.000000e+0	6.341321e-1	4.730875e+0	3	5044	1.875000e-1	5.947661e-4	DMR_17,DMR_29,DMR_35	fer,mtmr1b,xrcc5
GO Molecular Function	GO:0035639	purine ribonucleoside triphosphate binding	73	8.919385e-1	1.000000e+0	1.000000e+0	5.012799e-1	1.994894e+0	1	1.994894e-1	1.000000e-1	72	8.585522e-1	1.000000e+0	1.000000e+0	5.434187e-1	1.840202e+0	1	1962	6.250000e-2	5.096840e-4	DMR_29	fer
GO Molecular Function	GO:0032550	purine ribonucleoside binding	74	8.929848e-1	1.000000e+0	1.000000e+0	4.993312e-1	2.002679e+0	1	2.002679e-1	1.000000e-1	73	8.588519e-1	1.000000e+0	1.000000e+0	5.428653e-1	1.842077e+0	1	1964	6.250000e-2	5.091650e-4	DMR_29	fer
GO Molecular Function	GO:0032549	ribonucleoside binding	75	8.935767e-1	1.000000e+0	1.000000e+0	4.982280e-1	2.007113e+0	1	2.007113e-1	1.000000e-1	74	8.594495e-1	1.000000e+0	1.000000e+0	5.417619e-1	1.845829e+0	1	1968	6.250000e-2	5.081301e-4	DMR_29	fer
GO Molecular Function	GO:0001882	nucleoside binding	76	8.937115e-1	1.000000e+0	1.000000e+0	4.979767e-1	2.008126e+0	1	2.008126e-1	1.000000e-1	75	8.597473e-1	1.000000e+0	1.000000e+0	5.412119e-1	1.847705e+0	1	1970	6.250000e-2	5.076142e-4	DMR_29	fer
GO Molecular Function	GO:0032555	purine ribonucleotide binding	77	8.953036e-1	1.000000e+0	1.000000e+0	4.950058e-1	2.020178e+0	1	2.020178e-1	1.000000e-1	76	8.609330e-1	1.000000e+0	1.000000e+0	5.390230e-1	1.855208e+0	1	1978	6.250000e-2	5.055612e-4	DMR_29	fer
