# GREAT version 3.0.0	Species assembly: danRer7	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Biological Process	GO:0060975	cardioblast migration to the midline involved in heart field formation	25	2.180641e-2	1.000000e+0	1.000000e+0	4.540627e+1	2.202339e-2	1	2.202339e-3	1.000000e-1	6	6.548153e-3	1.000000e+0	1.000000e+0	1.523125e+2	6.565449e-3	1	7	6.250000e-2	1.428571e-1	DMR_1	slit2
GO Biological Process	GO:0060029	convergent extension involved in organogenesis	26	2.275152e-2	1.000000e+0	1.000000e+0	4.350121e+1	2.298787e-2	1	2.298787e-3	1.000000e-1	11	9.342180e-3	1.000000e+0	1.000000e+0	1.066188e+2	9.379213e-3	1	10	6.250000e-2	1.000000e-1	DMR_1	slit2
GO Biological Process	GO:0060974	cell migration involved in heart formation	27	2.390570e-2	1.000000e+0	1.000000e+0	4.137902e+1	2.416683e-2	1	2.416683e-3	1.000000e-1	10	8.411657e-3	1.000000e+0	1.000000e+0	1.184653e+2	8.441292e-3	1	9	6.250000e-2	1.111111e-1	DMR_1	slit2
GO Biological Process	GO:0097193	intrinsic apoptotic signaling pathway	28	2.592205e-2	1.000000e+0	1.000000e+0	3.812503e+1	2.622949e-2	1	2.622949e-3	1.000000e-1	24	1.583295e-2	1.000000e+0	1.000000e+0	6.271691e+1	1.594466e-2	1	17	6.250000e-2	5.882353e-2	DMR_35	xrcc5
GO Biological Process	GO:0097190	apoptotic signaling pathway	29	2.759900e-2	1.000000e+0	1.000000e+0	3.578089e+1	2.794788e-2	1	2.794788e-3	1.000000e-1	28	1.952404e-2	1.000000e+0	1.000000e+0	5.077083e+1	1.969635e-2	1	21	6.250000e-2	4.761905e-2	DMR_35	xrcc5
GO Biological Process	GO:0060973	cell migration involved in heart development	30	2.977918e-2	1.000000e+0	1.000000e+0	3.312802e+1	3.018593e-2	1	3.018593e-3	1.000000e-1	18	1.212884e-2	1.000000e+0	1.000000e+0	8.201442e+1	1.219298e-2	1	13	6.250000e-2	7.692308e-2	DMR_1	slit2
GO Biological Process	GO:0010212	response to ionizing radiation	31	3.000352e-2	1.000000e+0	1.000000e+0	3.287691e+1	3.041648e-2	1	3.041648e-3	1.000000e-1	28	1.952404e-2	1.000000e+0	1.000000e+0	5.077083e+1	1.969635e-2	1	21	6.250000e-2	4.761905e-2	DMR_35	xrcc5
GO Biological Process	GO:0015672	monovalent inorganic cation transport	32	3.060214e-2	1.000000e+0	1.000000e+0	7.115026e+0	2.810953e-1	2	2.810953e-2	2.000000e-1	109	2.089671e-1	1.000000e+0	1.000000e+0	4.299143e+0	2.326045e-1	1	248	6.250000e-2	4.032258e-3	DMR_10,DMR_34	kcnj13
GO Biological Process	GO:0030517	negative regulation of axon extension	33	3.115336e-2	1.000000e+0	1.000000e+0	3.164666e+1	3.159891e-2	1	3.159891e-3	1.000000e-1	8	7.480315e-3	1.000000e+0	1.000000e+0	1.332734e+2	7.503371e-3	1	8	6.250000e-2	1.250000e-1	DMR_1	slit2
GO Biological Process	GO:0060914	heart formation	34	3.187960e-2	1.000000e+0	1.000000e+0	3.091535e+1	3.234639e-2	1	3.234639e-3	1.000000e-1	14	1.027188e-2	1.000000e+0	1.000000e+0	9.692614e+1	1.031713e-2	1	11	6.250000e-2	9.090909e-2	DMR_1	slit2
GO Biological Process	GO:0018108	peptidyl-tyrosine phosphorylation	35	3.247959e-2	1.000000e+0	1.000000e+0	3.033584e+1	3.296430e-2	1	3.296430e-3	1.000000e-1	18	1.212884e-2	1.000000e+0	1.000000e+0	8.201442e+1	1.219298e-2	1	13	6.250000e-2	7.692308e-2	DMR_29	fer
GO Biological Process	GO:0030308	negative regulation of cell growth	36	3.272249e-2	1.000000e+0	1.000000e+0	3.010727e+1	3.321456e-2	1	3.321456e-3	1.000000e-1	14	1.027188e-2	1.000000e+0	1.000000e+0	9.692614e+1	1.031713e-2	1	11	6.250000e-2	9.090909e-2	DMR_1	slit2
GO Biological Process	GO:0048645	organ formation	37	3.304903e-2	1.000000e+0	1.000000e+0	2.980530e+1	3.355108e-2	1	3.355108e-3	1.000000e-1	16	1.120077e-2	1.000000e+0	1.000000e+0	8.884896e+1	1.125506e-2	1	12	6.250000e-2	8.333333e-2	DMR_1	slit2
GO Biological Process	GO:0048640	negative regulation of developmental growth	38	3.330820e-2	1.000000e+0	1.000000e+0	2.956984e+1	3.381824e-2	1	3.381824e-3	1.000000e-1	11	9.342180e-3	1.000000e+0	1.000000e+0	1.066188e+2	9.379213e-3	1	10	6.250000e-2	1.000000e-1	DMR_1	slit2
GO Biological Process	GO:0000723	telomere maintenance	39	3.443073e-2	1.000000e+0	1.000000e+0	2.859093e+1	3.497612e-2	1	3.497612e-3	1.000000e-1	18	1.212884e-2	1.000000e+0	1.000000e+0	8.201442e+1	1.219298e-2	1	13	6.250000e-2	7.692308e-2	DMR_35	xrcc5
GO Biological Process	GO:0018212	peptidyl-tyrosine modification	40	3.540944e-2	1.000000e+0	1.000000e+0	2.778808e+1	3.598665e-2	1	3.598665e-3	1.000000e-1	23	1.490815e-2	1.000000e+0	1.000000e+0	6.663672e+1	1.500674e-2	1	16	6.250000e-2	6.250000e-2	DMR_29	fer
GO Biological Process	GO:0045926	negative regulation of growth	41	3.584273e-2	1.000000e+0	1.000000e+0	2.744665e+1	3.643432e-2	1	3.643432e-3	1.000000e-1	21	1.305609e-2	1.000000e+0	1.000000e+0	7.615625e+1	1.313090e-2	1	14	6.250000e-2	7.142857e-2	DMR_1	slit2
GO Biological Process	GO:0032879	regulation of localization	42	3.873468e-2	1.000000e+0	1.000000e+0	6.259599e+0	3.195093e-1	2	3.195093e-2	2.000000e-1	107	2.067044e-1	1.000000e+0	1.000000e+0	4.351786e+0	2.297907e-1	1	245	6.250000e-2	4.081633e-3	DMR_10,DMR_34	kcnj13
GO Biological Process	GO:0050768	negative regulation of neurogenesis	43	3.934213e-2	1.000000e+0	1.000000e+0	2.496474e+1	4.005650e-2	1	4.005650e-3	1.000000e-1	24	1.583295e-2	1.000000e+0	1.000000e+0	6.271691e+1	1.594466e-2	1	17	6.250000e-2	5.882353e-2	DMR_1	slit2
GO Biological Process	GO:0010721	negative regulation of cell development	44	4.085329e-2	1.000000e+0	1.000000e+0	2.402439e+1	4.162436e-2	1	4.162436e-3	1.000000e-1	26	1.860249e-2	1.000000e+0	1.000000e+0	5.330938e+1	1.875843e-2	1	20	6.250000e-2	5.000000e-2	DMR_1	slit2
GO Biological Process	GO:0006302	double-strand break repair	45	4.709124e-2	1.000000e+0	1.000000e+0	2.078139e+1	4.811997e-2	1	4.811997e-3	1.000000e-1	43	3.051960e-2	1.000000e+0	1.000000e+0	3.230871e+1	3.095140e-2	1	33	6.250000e-2	3.030303e-2	DMR_35	xrcc5
GO Biological Process	GO:0051129	negative regulation of cellular component organization	46	4.880401e-2	1.000000e+0	1.000000e+0	2.003599e+1	4.991018e-2	1	4.991018e-3	1.000000e-1	37	2.320215e-2	1.000000e+0	1.000000e+0	4.264750e+1	2.344803e-2	1	25	6.250000e-2	4.000000e-2	DMR_1	slit2
GO Biological Process	GO:0030516	regulation of axon extension	47	5.505982e-2	1.000000e+0	1.000000e+0	1.770739e+1	5.647359e-2	1	5.647359e-3	1.000000e-1	26	1.860249e-2	1.000000e+0	1.000000e+0	5.330938e+1	1.875843e-2	1	20	6.250000e-2	5.000000e-2	DMR_1	slit2
GO Biological Process	GO:0051649	establishment of localization in cell	48	5.594923e-2	1.000000e+0	1.000000e+0	5.109210e+0	3.914499e-1	2	3.914499e-2	2.000000e-1	124	2.844534e-1	1.000000e+0	1.000000e+0	3.020361e+0	3.310862e-1	1	353	6.250000e-2	2.832861e-3	DMR_10,DMR_34	kcnj13
GO Biological Process	GO:0030001	metal ion transport	49	5.761688e-2	1.000000e+0	1.000000e+0	5.026021e+0	3.979291e-1	2	3.979291e-2	2.000000e-1	118	2.593681e-1	1.000000e+0	1.000000e+0	3.363368e+0	2.973211e-1	1	317	6.250000e-2	3.154574e-3	DMR_10,DMR_34	kcnj13
GO Biological Process	GO:0061387	regulation of extent of cell growth	50	5.864950e-2	1.000000e+0	1.000000e+0	1.659546e+1	6.025745e-2	1	6.025745e-3	1.000000e-1	28	1.952404e-2	1.000000e+0	1.000000e+0	5.077083e+1	1.969635e-2	1	21	6.250000e-2	4.761905e-2	DMR_1	slit2
GO Biological Process	GO:0008361	regulation of cell size	51	5.872877e-2	1.000000e+0	1.000000e+0	1.657244e+1	6.034116e-2	1	6.034116e-3	1.000000e-1	33	2.044479e-2	1.000000e+0	1.000000e+0	4.846307e+1	2.063427e-2	1	22	6.250000e-2	4.545455e-2	DMR_1	slit2
GO Biological Process	GO:0008038	neuron recognition	52	6.433739e-2	1.000000e+0	1.000000e+0	1.508758e+1	6.627970e-2	1	6.627970e-3	1.000000e-1	28	1.952404e-2	1.000000e+0	1.000000e+0	5.077083e+1	1.969635e-2	1	21	6.250000e-2	4.761905e-2	DMR_1	slit2
GO Biological Process	GO:0048638	regulation of developmental growth	53	6.510825e-2	1.000000e+0	1.000000e+0	1.490348e+1	6.709841e-2	1	6.709841e-3	1.000000e-1	39	2.503635e-2	1.000000e+0	1.000000e+0	3.948843e+1	2.532388e-2	1	27	6.250000e-2	3.703704e-2	DMR_1	slit2
GO Biological Process	GO:0008037	cell recognition	54	6.723782e-2	1.000000e+0	1.000000e+0	1.441684e+1	6.936333e-2	1	6.936333e-3	1.000000e-1	33	2.044479e-2	1.000000e+0	1.000000e+0	4.846307e+1	2.063427e-2	1	22	6.250000e-2	4.545455e-2	DMR_1	slit2
GO Biological Process	GO:0050770	regulation of axonogenesis	55	6.857663e-2	1.000000e+0	1.000000e+0	1.412637e+1	7.078961e-2	1	7.078961e-3	1.000000e-1	38	2.411966e-2	1.000000e+0	1.000000e+0	4.100721e+1	2.438595e-2	1	26	6.250000e-2	3.846154e-2	DMR_1	slit2
GO Biological Process	GO:0001763	morphogenesis of a branching structure	56	7.110077e-2	1.000000e+0	1.000000e+0	1.360846e+1	7.348369e-2	1	7.348369e-3	1.000000e-1	41	2.778160e-2	1.000000e+0	1.000000e+0	3.553958e+1	2.813764e-2	1	30	6.250000e-2	3.333333e-2	DMR_1	slit2
GO Biological Process	GO:0051641	cellular localization	57	7.237405e-2	1.000000e+0	1.000000e+0	4.419491e+0	4.525408e-1	2	4.525408e-2	2.000000e-1	127	3.153484e-1	1.000000e+0	1.000000e+0	2.672149e+0	3.742306e-1	1	399	6.250000e-2	2.506266e-3	DMR_10,DMR_34	kcnj13
GO Biological Process	GO:0032535	regulation of cellular component size	58	7.775585e-2	1.000000e+0	1.000000e+0	1.240409e+1	8.061856e-2	1	8.061856e-3	1.000000e-1	48	4.230094e-2	1.000000e+0	1.000000e+0	2.317799e+1	4.314438e-2	1	46	6.250000e-2	2.173913e-2	DMR_1	slit2
GO Biological Process	GO:0060249	anatomical structure homeostasis	59	7.827839e-2	1.000000e+0	1.000000e+0	1.231819e+1	8.118073e-2	1	8.118073e-3	1.000000e-1	48	4.230094e-2	1.000000e+0	1.000000e+0	2.317799e+1	4.314438e-2	1	46	6.250000e-2	2.173913e-2	DMR_35	xrcc5
GO Biological Process	GO:0045596	negative regulation of cell differentiation	60	7.978413e-2	1.000000e+0	1.000000e+0	1.207696e+1	8.280228e-2	1	8.280228e-3	1.000000e-1	50	4.410150e-2	1.000000e+0	1.000000e+0	2.221224e+1	4.502022e-2	1	48	6.250000e-2	2.083333e-2	DMR_1	slit2
GO Biological Process	GO:0010769	regulation of cell morphogenesis involved in differentiation	61	8.189716e-2	1.000000e+0	1.000000e+0	1.175339e+1	8.508186e-2	1	8.508186e-3	1.000000e-1	46	3.234092e-2	1.000000e+0	1.000000e+0	3.046250e+1	3.282725e-2	1	35	6.250000e-2	2.857143e-2	DMR_1	slit2
GO Biological Process	GO:0006812	cation transport	62	8.375796e-2	1.000000e+0	1.000000e+0	4.065130e+0	4.919891e-1	2	4.919891e-2	2.000000e-1	130	3.360981e-1	1.000000e+0	1.000000e+0	2.473753e+0	4.042441e-1	1	431	6.250000e-2	2.320186e-3	DMR_10,DMR_34	kcnj13
GO Biological Process	GO:0043066	negative regulation of apoptotic process	63	8.619769e-2	1.000000e+0	1.000000e+0	1.114380e+1	8.973597e-2	1	8.973597e-3	1.000000e-1	60	6.897838e-2	1.000000e+0	1.000000e+0	1.402878e+1	7.128202e-2	1	76	6.250000e-2	1.315789e-2	DMR_35	xrcc5
GO Biological Process	GO:0001558	regulation of cell growth	64	8.873124e-2	1.000000e+0	1.000000e+0	1.081232e+1	9.248706e-2	1	9.248706e-3	1.000000e-1	51	4.948414e-2	1.000000e+0	1.000000e+0	1.974421e+1	5.064775e-2	1	54	6.250000e-2	1.851852e-2	DMR_1	slit2
GO Biological Process	GO:0043069	negative regulation of programmed cell death	65	8.919837e-2	1.000000e+0	1.000000e+0	1.075326e+1	9.299506e-2	1	9.299506e-3	1.000000e-1	62	7.160745e-2	1.000000e+0	1.000000e+0	1.349604e+1	7.409579e-2	1	79	6.250000e-2	1.265823e-2	DMR_35	xrcc5
GO Biological Process	GO:0010975	regulation of neuron projection development	66	9.056591e-2	1.000000e+0	1.000000e+0	1.058385e+1	9.448356e-2	1	9.448356e-3	1.000000e-1	43	3.051960e-2	1.000000e+0	1.000000e+0	3.230871e+1	3.095140e-2	1	33	6.250000e-2	3.030303e-2	DMR_1	slit2
GO Biological Process	GO:0060548	negative regulation of cell death	67	9.365187e-2	1.000000e+0	1.000000e+0	1.021973e+1	9.784993e-2	1	9.784993e-3	1.000000e-1	63	7.422957e-2	1.000000e+0	1.000000e+0	1.300229e+1	7.690955e-2	1	82	6.250000e-2	1.219512e-2	DMR_35	xrcc5
GO Biological Process	GO:0031344	regulation of cell projection organization	68	9.487041e-2	1.000000e+0	1.000000e+0	1.008247e+1	9.918202e-2	1	9.918202e-3	1.000000e-1	47	3.415902e-2	1.000000e+0	1.000000e+0	2.881588e+1	3.470309e-2	1	37	6.250000e-2	2.702703e-2	DMR_1	slit2
GO Biological Process	GO:0009314	response to radiation	69	9.729325e-2	1.000000e+0	1.000000e+0	9.819762e+0	1.018355e-1	1	1.018355e-2	1.000000e-1	66	8.205431e-2	1.000000e+0	1.000000e+0	1.171635e+1	8.535084e-2	1	91	6.250000e-2	1.098901e-2	DMR_35	xrcc5
GO Biological Process	GO:0006310	DNA recombination	70	1.025819e-1	1.000000e+0	1.000000e+0	9.289382e+0	1.076498e-1	1	1.076498e-2	1.000000e-1	55	5.927860e-2	1.000000e+0	1.000000e+0	1.640288e+1	6.096489e-2	1	65	6.250000e-2	1.538462e-2	DMR_35	xrcc5
GO Biological Process	GO:0040008	regulation of growth	71	1.047430e-1	1.000000e+0	1.000000e+0	9.088048e+0	1.100346e-1	1	1.100346e-2	1.000000e-1	59	6.546209e-2	1.000000e+0	1.000000e+0	1.480816e+1	6.753034e-2	1	72	6.250000e-2	1.388889e-2	DMR_1	slit2
GO Biological Process	GO:0090066	regulation of anatomical structure size	72	1.060958e-1	1.000000e+0	1.000000e+0	8.966192e+0	1.115301e-1	1	1.115301e-2	1.000000e-1	57	6.193335e-2	1.000000e+0	1.000000e+0	1.567923e+1	6.377865e-2	1	68	6.250000e-2	1.470588e-2	DMR_1	slit2
GO Biological Process	GO:0022604	regulation of cell morphogenesis	73	1.107679e-1	1.000000e+0	1.000000e+0	8.568203e+0	1.167106e-1	1	1.167106e-2	1.000000e-1	52	5.037848e-2	1.000000e+0	1.000000e+0	1.938523e+1	5.158567e-2	1	55	6.250000e-2	1.818182e-2	DMR_1	slit2
GO Biological Process	GO:0018193	peptidyl-amino acid modification	74	1.145629e-1	1.000000e+0	1.000000e+0	8.268792e+0	1.209366e-1	1	1.209366e-2	1.000000e-1	69	8.895754e-2	1.000000e+0	1.000000e+0	1.076957e+1	9.285421e-2	1	99	6.250000e-2	1.010101e-2	DMR_29	fer
GO Biological Process	GO:0051093	negative regulation of developmental process	75	1.217873e-1	1.000000e+0	1.000000e+0	7.750326e+0	1.290268e-1	1	1.290268e-2	1.000000e-1	58	6.458107e-2	1.000000e+0	1.000000e+0	1.501673e+1	6.659241e-2	1	71	6.250000e-2	1.408451e-2	DMR_1	slit2
GO Biological Process	GO:0007186	G-protein coupled receptor signaling pathway	76	1.257906e-1	1.000000e+0	1.000000e+0	3.201657e+0	6.246765e-1	2	6.246765e-2	2.000000e-1	148	5.337072e-1	1.000000e+0	1.000000e+0	1.342805e+0	7.447095e-1	1	794	6.250000e-2	1.259446e-3	DMR_10,DMR_34	mtnr1ba
GO Biological Process	GO:0006915	apoptotic process	77	1.392638e-1	1.000000e+0	1.000000e+0	6.718250e+0	1.488483e-1	1	1.488483e-2	1.000000e-1	81	1.260635e-1	1.000000e+0	1.000000e+0	7.455857e+0	1.341228e-1	1	143	6.250000e-2	6.993007e-3	DMR_35	xrcc5
GO Biological Process	GO:0060026	convergent extension	78	1.402821e-1	1.000000e+0	1.000000e+0	6.666028e+0	1.500144e-1	1	1.500144e-2	1.000000e-1	71	9.153369e-2	1.000000e+0	1.000000e+0	1.045282e+1	9.566798e-2	1	102	6.250000e-2	9.803922e-3	DMR_1	slit2
GO Biological Process	GO:0012501	programmed cell death	79	1.404069e-1	1.000000e+0	1.000000e+0	6.659680e+0	1.501574e-1	1	1.501574e-2	1.000000e-1	82	1.268901e-1	1.000000e+0	1.000000e+0	7.404080e+0	1.350607e-1	1	144	6.250000e-2	6.944444e-3	DMR_35	xrcc5
GO Biological Process	GO:0048523	negative regulation of cellular process	80	1.408332e-1	1.000000e+0	1.000000e+0	2.990410e+0	6.688046e-1	2	6.688046e-2	2.000000e-1	65	8.067317e-2	1.000000e+0	1.000000e+0	4.197589e+0	4.764640e-1	2	508	1.250000e-1	3.937008e-3	DMR_1,DMR_35	slit2,xrcc5
GO Biological Process	GO:0045664	regulation of neuron differentiation	81	1.427578e-1	1.000000e+0	1.000000e+0	6.542168e+0	1.528545e-1	1	1.528545e-2	1.000000e-1	54	5.394796e-2	1.000000e+0	1.000000e+0	1.807097e+1	5.533736e-2	1	59	6.250000e-2	1.694915e-2	DMR_1	slit2
GO Biological Process	GO:0065008	regulation of biological quality	82	1.438151e-1	1.000000e+0	1.000000e+0	2.952464e+0	6.774002e-1	2	6.774002e-2	2.000000e-1	68	8.566197e-2	1.000000e+0	1.000000e+0	4.053945e+0	4.933466e-1	2	526	1.250000e-1	3.802281e-3	DMR_1,DMR_35	slit2,xrcc5
GO Biological Process	GO:0008219	cell death	83	1.499071e-1	1.000000e+0	1.000000e+0	6.207407e+0	1.610979e-1	1	1.610979e-2	1.000000e-1	84	1.334767e-1	1.000000e+0	1.000000e+0	7.014391e+0	1.425640e-1	1	152	6.250000e-2	6.578947e-3	DMR_35	xrcc5
