# GREAT version 3.0.0	Species assembly: danRer7	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Molecular Function	GO:0004736	pyruvate carboxylase activity	11	1.404804e-3	1.000000e+0	2.307710e-1	3.681276e+1	5.432899e-2	2	7.651971e-4	2.816901e-2	13	1.040746e-2	1.000000e+0	1.000000e+0	9.583708e+1	1.043437e-2	1	2	1.123596e-2	5.000000e-1	DMR_76,DMR_77	pc
GO Molecular Function	GO:0005332	gamma-aminobutyric acid:sodium symporter activity	12	1.437236e-3	1.000000e+0	2.164238e-1	3.638757e+1	5.496382e-2	2	7.741383e-4	2.816901e-2	17	1.557096e-2	1.000000e+0	1.000000e+0	6.389139e+1	1.565156e-2	1	3	1.123596e-2	3.333333e-1	DMR_36,DMR_37	slc6a1l
GO Molecular Function	GO:0005283	sodium:amino acid symporter activity	13	1.777477e-3	1.000000e+0	2.470693e-1	3.265386e+1	6.124849e-2	2	8.626548e-4	2.816901e-2	20	2.070781e-2	1.000000e+0	1.000000e+0	4.791854e+1	2.086875e-2	1	4	1.123596e-2	2.500000e-1	DMR_36,DMR_37	slc6a1l
GO Molecular Function	GO:0016885	ligase activity, forming carbon-carbon bonds	14	2.504947e-3	1.000000e+0	3.233171e-1	2.740274e+1	7.298540e-2	2	1.027963e-3	2.816901e-2	20	2.070781e-2	1.000000e+0	1.000000e+0	4.791854e+1	2.086875e-2	1	4	1.123596e-2	2.500000e-1	DMR_76,DMR_77	pc
GO Molecular Function	GO:0004075	biotin carboxylase activity	15	3.288836e-3	1.000000e+0	3.961951e-1	2.383097e+1	8.392440e-2	2	1.182034e-3	2.816901e-2	26	3.090214e-2	1.000000e+0	1.000000e+0	3.194569e+1	3.130312e-2	1	6	1.123596e-2	1.666667e-1	DMR_76,DMR_77	pc
GO Molecular Function	GO:0070566	adenylyltransferase activity	16	3.370215e-3	1.000000e+0	3.806237e-1	2.353345e+1	8.498540e-2	2	1.196977e-3	2.816901e-2	37	5.593117e-2	1.000000e+0	1.000000e+0	1.742492e+1	5.738906e-2	1	11	1.123596e-2	9.090909e-2	DMR_41,DMR_42	papd4
GO Molecular Function	GO:0009055	electron carrier activity	17	5.004623e-3	1.000000e+0	5.319620e-1	1.919301e+1	1.042046e-1	2	1.467670e-3	2.816901e-2	68	1.408566e-1	1.000000e+0	1.000000e+0	6.609454e+0	1.512984e-1	1	29	1.123596e-2	3.448276e-2	DMR_20,DMR_21	glrx5
GO Molecular Function	GO:0016740	transferase activity	18	6.861170e-3	1.000000e+0	6.887852e-1	1.691686e+0	1.300478e+1	22	1.831659e-1	3.098592e-1	167	7.593644e-1	1.000000e+0	1.000000e+0	8.315582e-1	9.620494e+0	8	1844	8.988764e-2	4.338395e-3	DMR_15,DMR_41,DMR_42,DMR_55,DMR_56,DMR_57,DMR_58,DMR_59,DMR_60,DMR_61,DMR_62,DMR_63,DMR_64,DMR_65,DMR_66,DMR_67,DMR_68,DMR_69,DMR_72,DMR_73,DMR_74,DMR_79	aanat1,hipk2,mrm1,papd4,si:dkey-45d16.8,si:dkey-61p9.11,tek,zgc:112433
GO Molecular Function	GO:0046943	carboxylic acid transmembrane transporter activity	19	8.505750e-3	1.000000e+0	8.089416e-1	7.224426e+0	4.152579e-1	3	5.848703e-3	4.225352e-2	24	2.700811e-2	1.000000e+0	1.000000e+0	7.823435e+0	2.556422e-1	2	49	2.247191e-2	4.081633e-2	DMR_36,DMR_37,DMR_80	slc16a1,slc6a1l
GO Molecular Function	GO:0003777	microtubule motor activity	20	1.140753e-2	1.000000e+0	1.000000e+0	6.477645e+0	4.631313e-1	3	6.522976e-3	4.225352e-2	34	4.158611e-2	1.000000e+0	1.000000e+0	6.183037e+0	3.234656e-1	2	62	2.247191e-2	3.225806e-2	DMR_17,DMR_18,DMR_31	dync1li1,kif21a
GO Molecular Function	GO:0015171	amino acid transmembrane transporter activity	21	1.183901e-2	1.000000e+0	1.000000e+0	1.224421e+1	1.633425e-1	2	2.300599e-3	2.816901e-2	59	1.040873e-1	1.000000e+0	1.000000e+0	9.127341e+0	1.095609e-1	1	21	1.123596e-2	4.761905e-2	DMR_36,DMR_37	slc6a1l
GO Molecular Function	GO:0005342	organic acid transmembrane transporter activity	22	1.241280e-2	1.000000e+0	1.000000e+0	6.275826e+0	4.780247e-1	3	6.732742e-3	4.225352e-2	25	2.908664e-2	1.000000e+0	1.000000e+0	7.516634e+0	2.660766e-1	2	51	2.247191e-2	3.921569e-2	DMR_36,DMR_37,DMR_80	slc16a1,slc6a1l
GO Molecular Function	GO:0051537	2 iron, 2 sulfur cluster binding	23	1.266117e-2	1.000000e+0	9.947276e-1	1.181767e+1	1.692381e-1	2	2.383635e-3	2.816901e-2	60	1.087672e-1	1.000000e+0	1.000000e+0	8.712462e+0	1.147781e-1	1	22	1.123596e-2	4.545455e-2	DMR_20,DMR_21	glrx5
GO Molecular Function	GO:0015035	protein disulfide oxidoreductase activity	24	1.295111e-2	1.000000e+0	9.751107e-1	1.167702e+1	1.712766e-1	2	2.412347e-3	2.816901e-2	68	1.408566e-1	1.000000e+0	1.000000e+0	6.609454e+0	1.512984e-1	1	29	1.123596e-2	3.448276e-2	DMR_20,DMR_21	glrx5
GO Molecular Function	GO:0015036	disulfide oxidoreductase activity	25	1.315044e-2	1.000000e+0	9.505138e-1	1.158303e+1	1.726664e-1	2	2.431921e-3	2.816901e-2	71	1.453466e-1	1.000000e+0	1.000000e+0	6.389139e+0	1.565156e-1	1	30	1.123596e-2	3.333333e-2	DMR_20,DMR_21	glrx5
GO Molecular Function	GO:0005086	ARF guanyl-nucleotide exchange factor activity	26	1.381128e-2	1.000000e+0	9.598840e-1	1.128611e+1	1.772089e-1	2	2.495901e-3	2.816901e-2	44	8.032086e-2	1.000000e+0	1.000000e+0	1.197963e+1	8.347500e-2	1	16	1.123596e-2	6.250000e-2	DMR_36,DMR_37	iqsec3a
GO Molecular Function	GO:0008514	organic anion transmembrane transporter activity	27	1.435596e-2	1.000000e+0	9.607859e-1	5.941149e+0	5.049528e-1	3	7.112011e-3	4.225352e-2	30	4.037874e-2	1.000000e+0	1.000000e+0	6.284399e+0	3.182484e-1	2	61	2.247191e-2	3.278689e-2	DMR_36,DMR_37,DMR_80	slc16a1,slc6a1l
GO Molecular Function	GO:0016667	oxidoreductase activity, acting on a sulfur group of donors	28	2.473339e-2	1.000000e+0	1.000000e+0	8.260897e+0	2.421045e-1	2	3.409922e-3	2.816901e-2	90	2.141093e-1	1.000000e+0	1.000000e+0	4.166830e+0	2.399906e-1	1	46	1.123596e-2	2.173913e-2	DMR_20,DMR_21	glrx5
GO Molecular Function	GO:0005328	neurotransmitter:sodium symporter activity	29	2.524726e-2	1.000000e+0	1.000000e+0	8.169337e+0	2.448179e-1	2	3.448140e-3	2.816901e-2	77	1.586777e-1	1.000000e+0	1.000000e+0	5.808308e+0	1.721672e-1	1	33	1.123596e-2	3.030303e-2	DMR_36,DMR_37	slc6a1l
GO Molecular Function	GO:0004931	extracellular ATP-gated cation channel activity	30	3.221634e-2	1.000000e+0	1.000000e+0	3.054446e+1	3.273916e-2	1	4.611149e-4	1.408451e-2	35	4.599720e-2	1.000000e+0	1.000000e+0	2.129713e+1	4.695469e-2	1	9	1.123596e-2	1.111111e-1	DMR_13	p2rx8
GO Molecular Function	GO:0005343	organic acid:sodium symporter activity	31	3.347654e-2	1.000000e+0	1.000000e+0	7.003234e+0	2.855823e-1	2	4.022286e-3	2.816901e-2	63	1.180547e-1	1.000000e+0	1.000000e+0	7.986423e+0	1.252125e-1	1	24	1.123596e-2	4.166667e-2	DMR_36,DMR_37	slc6a1l
GO Molecular Function	GO:0005000	vasopressin receptor activity	32	3.513007e-2	1.000000e+0	1.000000e+0	2.796970e+1	3.575297e-2	1	5.035630e-4	1.408451e-2	26	3.090214e-2	1.000000e+0	1.000000e+0	3.194569e+1	3.130312e-2	1	6	1.123596e-2	1.666667e-1	DMR_28	avpr2ab
GO Molecular Function	GO:0005496	steroid binding	33	3.869850e-2	1.000000e+0	1.000000e+0	6.464679e+0	3.093734e-1	2	4.357372e-3	2.816901e-2	11	8.679358e-3	1.000000e+0	1.000000e+0	1.419809e+1	1.408641e-1	2	27	2.247191e-2	7.407407e-2	DMR_25,DMR_7	esrra,fabp10a
GO Molecular Function	GO:0032052	bile acid binding	34	3.891688e-2	1.000000e+0	1.000000e+0	2.519953e+1	3.968328e-2	1	5.589195e-4	1.408451e-2	17	1.557096e-2	1.000000e+0	1.000000e+0	6.389139e+1	1.565156e-2	1	3	1.123596e-2	3.333333e-1	DMR_7	fabp10a
GO Molecular Function	GO:0015296	anion:cation symporter activity	35	4.785074e-2	1.000000e+0	1.000000e+0	5.742589e+0	3.482750e-1	2	4.905281e-3	2.816901e-2	85	1.804407e-1	1.000000e+0	1.000000e+0	5.044057e+0	1.982531e-1	1	38	1.123596e-2	2.631579e-2	DMR_36,DMR_37	slc6a1l
GO Molecular Function	GO:0004059	aralkylamine N-acetyltransferase activity	36	4.854114e-2	1.000000e+0	1.000000e+0	2.010398e+1	4.974139e-2	1	7.005830e-4	1.408451e-2	13	1.040746e-2	1.000000e+0	1.000000e+0	9.583708e+1	1.043437e-2	1	2	1.123596e-2	5.000000e-1	DMR_73	aanat1
GO Molecular Function	GO:0033293	monocarboxylic acid binding	37	5.055803e-2	1.000000e+0	1.000000e+0	1.928197e+1	5.186192e-2	1	7.304496e-4	1.408451e-2	31	4.099152e-2	1.000000e+0	1.000000e+0	2.395927e+1	4.173750e-2	1	8	1.123596e-2	1.250000e-1	DMR_7	fabp10a
GO Molecular Function	GO:0050290	sphingomyelin phosphodiesterase D activity	38	5.096703e-2	1.000000e+0	1.000000e+0	1.912321e+1	5.229247e-2	1	7.365137e-4	1.408451e-2	10	5.217187e-3	1.000000e+0	9.427457e-1	1.916742e+2	5.217187e-3	1	1	1.123596e-2	1.000000e+0	DMR_22	smpd4
GO Molecular Function	GO:0003774	motor activity	39	5.894842e-2	1.000000e+0	1.000000e+0	3.397675e+0	8.829567e-1	3	1.243601e-2	4.225352e-2	67	1.332887e-1	1.000000e+0	1.000000e+0	3.142199e+0	6.364969e-1	2	122	2.247191e-2	1.639344e-2	DMR_17,DMR_18,DMR_31	dync1li1,kif21a
GO Molecular Function	GO:0015370	solute:sodium symporter activity	40	6.331179e-2	1.000000e+0	1.000000e+0	4.898979e+0	4.082483e-1	2	5.749977e-3	2.816901e-2	98	2.384599e-1	1.000000e+0	1.000000e+0	3.686041e+0	2.712937e-1	1	52	1.123596e-2	1.923077e-2	DMR_36,DMR_37	slc6a1l
GO Molecular Function	GO:0051536	iron-sulfur cluster binding	41	6.423026e-2	1.000000e+0	1.000000e+0	4.858650e+0	4.116370e-1	2	5.797704e-3	2.816901e-2	100	2.464097e-1	1.000000e+0	1.000000e+0	3.549521e+0	2.817281e-1	1	54	1.123596e-2	1.851852e-2	DMR_20,DMR_21	glrx5
GO Molecular Function	GO:0015291	secondary active transmembrane transporter activity	42	6.779307e-2	1.000000e+0	1.000000e+0	3.203155e+0	9.365765e-1	3	1.319122e-2	4.225352e-2	74	1.475500e-1	1.000000e+0	1.000000e+0	2.948833e+0	6.782344e-1	2	130	2.247191e-2	1.538462e-2	DMR_36,DMR_37,DMR_80	slc16a1,slc6a1l
GO Molecular Function	GO:0001614	purinergic nucleotide receptor activity	43	6.783947e-2	1.000000e+0	1.000000e+0	1.424187e+1	7.021549e-2	1	9.889506e-4	1.408451e-2	42	7.549329e-2	1.000000e+0	1.000000e+0	1.277828e+1	7.825781e-2	1	15	1.123596e-2	6.666667e-2	DMR_13	p2rx8
GO Molecular Function	GO:0008528	G-protein coupled peptide receptor activity	44	6.847387e-2	1.000000e+0	1.000000e+0	3.189576e+0	9.405638e-1	3	1.324738e-2	4.225352e-2	62	1.176629e-1	1.000000e+0	1.000000e+0	3.392463e+0	5.895422e-1	2	113	2.247191e-2	1.769912e-2	DMR_20,DMR_21,DMR_28	avpr2ab,si:dkey-63b1.1
GO Molecular Function	GO:0001653	peptide receptor activity	45	7.089056e-2	1.000000e+0	1.000000e+0	3.142769e+0	9.545723e-1	3	1.344468e-2	4.225352e-2	64	1.193750e-1	1.000000e+0	1.000000e+0	3.362705e+0	5.947594e-1	2	114	2.247191e-2	1.754386e-2	DMR_20,DMR_21,DMR_28	avpr2ab,si:dkey-63b1.1
GO Molecular Function	GO:0043395	heparan sulfate proteoglycan binding	46	8.135353e-2	1.000000e+0	1.000000e+0	1.179200e+1	8.480324e-2	1	1.194412e-3	1.408451e-2	2	7.383833e-4	1.000000e+0	6.671293e-1	4.791854e+1	4.173750e-2	2	8	2.247191e-2	2.500000e-1	DMR_10	gpc3,gpc4
GO Molecular Function	GO:0043168	anion binding	47	8.142098e-2	1.000000e+0	1.000000e+0	1.336285e+0	1.646355e+1	22	2.318810e-1	3.098592e-1	22	2.470846e-2	1.000000e+0	1.000000e+0	1.596584e+0	1.190040e+1	19	2281	2.134831e-1	8.329680e-3	DMR_10,DMR_13,DMR_15,DMR_17,DMR_18,DMR_27,DMR_31,DMR_40,DMR_41,DMR_42,DMR_47,DMR_48,DMR_51,DMR_69,DMR_7,DMR_73,DMR_74,DMR_75,DMR_76,DMR_77,DMR_79,DMR_80	acox1,dync1li1,fabp10a,gpc3,gpc4,hipk2,kif21a,p2rx8,papd4,pc,rab35,rhoad,sept9b,si:ch211-207e19.2,si:dkey-42l16.1,si:dkey-45d16.8,si:dkey-84h14.2,si:dkey-8o9.2,tek
GO Molecular Function	GO:0015355	secondary active monocarboxylate transmembrane transporter activity	48	8.335138e-2	1.000000e+0	1.000000e+0	1.149719e+1	8.697775e-2	1	1.225039e-3	1.408451e-2	31	4.099152e-2	1.000000e+0	1.000000e+0	2.395927e+1	4.173750e-2	1	8	1.123596e-2	1.250000e-1	DMR_80	slc16a1
GO Molecular Function	GO:0004767	sphingomyelin phosphodiesterase activity	49	8.402205e-2	1.000000e+0	1.000000e+0	1.140137e+1	8.770877e-2	1	1.235335e-3	1.408451e-2	26	3.090214e-2	1.000000e+0	1.000000e+0	3.194569e+1	3.130312e-2	1	6	1.123596e-2	1.666667e-1	DMR_22	smpd4
GO Molecular Function	GO:0005083	small GTPase regulator activity	50	8.514811e-2	1.000000e+0	1.000000e+0	2.407997e+0	1.661131e+0	4	2.339622e-2	5.633803e-2	40	6.799176e-2	1.000000e+0	1.000000e+0	3.194569e+0	9.390937e-1	3	180	3.370787e-2	1.666667e-2	DMR_19,DMR_22,DMR_36,DMR_37	iqsec3a,si:dkeyp-116h7.3,tbc1d5
GO Molecular Function	GO:0043394	proteoglycan binding	51	8.581722e-2	1.000000e+0	1.000000e+0	1.115224e+1	8.966808e-2	1	1.262931e-3	1.408451e-2	3	9.461293e-4	1.000000e+0	5.698852e-1	4.259426e+1	4.695469e-2	2	9	2.247191e-2	2.222222e-1	DMR_10	gpc3,gpc4
GO Molecular Function	GO:0035586	purinergic receptor activity	52	9.300322e-2	1.000000e+0	1.000000e+0	1.025123e+1	9.754931e-2	1	1.373934e-3	1.408451e-2	56	9.938314e-2	1.000000e+0	1.000000e+0	9.583708e+0	1.043437e-1	1	20	1.123596e-2	5.000000e-2	DMR_13	p2rx8
