# GREAT version 3.0.0	Species assembly: danRer7	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Molecular Function	GO:0005112	Notch binding	16	9.863592e-3	1.000000e+0	1.000000e+0	1.009238e+2	9.908467e-3	1	8.257055e-4	8.333333e-2	8	5.149049e-3	1.000000e+0	1.000000e+0	1.938523e+2	5.158567e-3	1	4	4.545455e-2	2.500000e-1	DMR_2	jag1a
GO Molecular Function	GO:0005509	calcium ion binding	17	1.017138e-2	1.000000e+0	1.000000e+0	4.370736e+0	9.151778e-1	4	7.626481e-2	3.333333e-1	11	5.726169e-3	1.000000e+0	9.406534e-1	5.403548e+0	7.402544e-1	4	574	1.818182e-1	6.968641e-3	DMR_12,DMR_2,DMR_38,DMR_84	creld2,fstl5,jag1a,lrp1bb
GO Molecular Function	GO:0005283	sodium:amino acid symporter activity	18	1.030288e-2	1.000000e+0	1.000000e+0	9.660102e+1	1.035186e-2	1	8.626548e-4	8.333333e-2	8	5.149049e-3	1.000000e+0	1.000000e+0	1.938523e+2	5.158567e-3	1	4	4.545455e-2	2.500000e-1	DMR_38	slc6a1l
GO Molecular Function	GO:0005267	potassium channel activity	19	1.254794e-2	1.000000e+0	1.000000e+0	1.151869e+1	1.736309e-1	2	1.446924e-2	1.666667e-1	57	1.316055e-1	1.000000e+0	1.000000e+0	7.113845e+0	1.405710e-1	1	109	4.545455e-2	9.174312e-3	DMR_14,DMR_82	kcnj13
GO Molecular Function	GO:0015079	potassium ion transmembrane transporter activity	20	1.265774e-2	1.000000e+0	1.000000e+0	1.146608e+1	1.744275e-1	2	1.453563e-2	1.666667e-1	58	1.327326e-1	1.000000e+0	1.000000e+0	7.049174e+0	1.418606e-1	1	110	4.545455e-2	9.090909e-3	DMR_14,DMR_82	kcnj13
GO Molecular Function	GO:0042162	telomeric DNA binding	21	1.520202e-2	1.000000e+0	1.000000e+0	6.532113e+1	1.530898e-2	1	1.275748e-3	8.333333e-2	14	8.994217e-3	1.000000e+0	1.000000e+0	1.107727e+2	9.027493e-3	1	7	4.545455e-2	1.428571e-1	DMR_86	xrcc5
GO Molecular Function	GO:0016229	steroid dehydrogenase activity	22	1.548128e-2	1.000000e+0	1.000000e+0	6.413452e+1	1.559223e-2	1	1.299352e-3	8.333333e-2	22	2.675153e-2	1.000000e+0	1.000000e+0	3.692424e+1	2.708248e-2	1	21	4.545455e-2	4.761905e-2	DMR_2	srd5a2a
GO Molecular Function	GO:0022843	voltage-gated cation channel activity	23	2.161199e-2	1.000000e+0	1.000000e+0	8.637065e+0	2.315602e-1	2	1.929668e-2	1.666667e-1	60	1.516813e-1	1.000000e+0	1.000000e+0	6.105583e+0	1.637845e-1	1	127	4.545455e-2	7.874016e-3	DMR_14,DMR_82	kcnj13
GO Molecular Function	GO:0015276	ligand-gated ion channel activity	24	2.250666e-2	1.000000e+0	1.000000e+0	8.451755e+0	2.366373e-1	2	1.971977e-2	1.666667e-1	63	1.560820e-1	1.000000e+0	1.000000e+0	5.919153e+0	1.689431e-1	1	131	4.545455e-2	7.633588e-3	DMR_14,DMR_82	kcnj13
GO Molecular Function	GO:0004003	ATP-dependent DNA helicase activity	25	2.317036e-2	1.000000e+0	1.000000e+0	4.269832e+1	2.342012e-2	1	1.951677e-3	8.333333e-2	19	2.170925e-2	1.000000e+0	1.000000e+0	4.561230e+1	2.192391e-2	1	17	4.545455e-2	5.882353e-2	DMR_86	xrcc5
GO Molecular Function	GO:0042623	ATPase activity, coupled	26	2.356494e-2	1.000000e+0	1.000000e+0	8.246309e+0	2.425327e-1	2	2.021106e-2	1.666667e-1	21	2.633821e-2	1.000000e+0	1.000000e+0	7.872174e+0	2.540594e-1	2	197	9.090909e-2	1.015228e-2	DMR_84,DMR_86	atp1a1b,xrcc5
GO Molecular Function	GO:0050661	NADP binding	27	2.437056e-2	1.000000e+0	1.000000e+0	4.057274e+1	2.464709e-2	1	2.053924e-3	8.333333e-2	27	3.176900e-2	1.000000e+0	1.000000e+0	3.101636e+1	3.224105e-2	1	25	4.545455e-2	4.000000e-2	DMR_23	nnt
GO Molecular Function	GO:0015171	amino acid transmembrane transporter activity	28	2.726053e-2	1.000000e+0	1.000000e+0	3.622245e+1	2.760719e-2	1	2.300599e-3	8.333333e-2	22	2.675153e-2	1.000000e+0	1.000000e+0	3.692424e+1	2.708248e-2	1	21	4.545455e-2	4.761905e-2	DMR_38	slc6a1l
GO Molecular Function	GO:0005244	voltage-gated ion channel activity	29	2.762355e-2	1.000000e+0	1.000000e+0	7.570931e+0	2.641683e-1	2	2.201403e-2	1.666667e-1	67	1.788307e-1	1.000000e+0	1.000000e+0	5.101376e+0	1.960256e-1	1	152	4.545455e-2	6.578947e-3	DMR_14,DMR_82	kcnj13
GO Molecular Function	GO:0022832	voltage-gated channel activity	30	2.813889e-2	1.000000e+0	1.000000e+0	7.495780e+0	2.668168e-1	2	2.223473e-2	1.666667e-1	68	1.809664e-1	1.000000e+0	1.000000e+0	5.035124e+0	1.986048e-1	1	154	4.545455e-2	6.493506e-3	DMR_14,DMR_82	kcnj13
GO Molecular Function	GO:0005104	fibroblast growth factor receptor binding	31	2.876930e-2	1.000000e+0	1.000000e+0	3.429852e+1	2.915577e-2	1	2.429648e-3	8.333333e-2	20	2.423350e-2	1.000000e+0	1.000000e+0	4.081100e+1	2.450319e-2	1	19	4.545455e-2	5.263158e-2	DMR_23	fgf10a
GO Molecular Function	GO:0022804	active transmembrane transporter activity	32	2.981054e-2	1.000000e+0	1.000000e+0	7.265544e+0	2.752719e-1	2	2.293932e-2	1.666667e-1	29	3.255550e-2	1.000000e+0	1.000000e+0	7.017277e+0	2.850108e-1	2	221	9.090909e-2	9.049774e-3	DMR_38,DMR_84	atp1a1b,slc6a1l
GO Molecular Function	GO:0003684	damaged DNA binding	33	3.142582e-2	1.000000e+0	1.000000e+0	3.135999e+1	3.188776e-2	1	2.657313e-3	8.333333e-2	27	3.176900e-2	1.000000e+0	1.000000e+0	3.101636e+1	3.224105e-2	1	25	4.545455e-2	4.000000e-2	DMR_86	xrcc5
GO Molecular Function	GO:0008028	monocarboxylic acid transmembrane transporter activity	34	3.361425e-2	1.000000e+0	1.000000e+0	2.928812e+1	3.414353e-2	1	2.845294e-3	8.333333e-2	18	2.044479e-2	1.000000e+0	1.000000e+0	4.846307e+1	2.063427e-2	1	16	4.545455e-2	6.250000e-2	DMR_38	slc6a1l
GO Molecular Function	GO:0016887	ATPase activity	35	3.561070e-2	1.000000e+0	1.000000e+0	6.596347e+0	3.031981e-1	2	2.526651e-2	1.666667e-1	31	3.670804e-2	1.000000e+0	1.000000e+0	6.571263e+0	3.043555e-1	2	236	9.090909e-2	8.474576e-3	DMR_84,DMR_86	atp1a1b,xrcc5
GO Molecular Function	GO:0005328	neurotransmitter:sodium symporter activity	36	4.060191e-2	1.000000e+0	1.000000e+0	2.416762e+1	4.137767e-2	1	3.448140e-3	8.333333e-2	33	4.172996e-2	1.000000e+0	1.000000e+0	2.349725e+1	4.255818e-2	1	33	4.545455e-2	3.030303e-2	DMR_38	slc6a1l
GO Molecular Function	GO:0003678	DNA helicase activity	37	4.204350e-2	1.000000e+0	1.000000e+0	2.332300e+1	4.287612e-2	1	3.573010e-3	8.333333e-2	32	3.924893e-2	1.000000e+0	1.000000e+0	2.501320e+1	3.997890e-2	1	31	4.545455e-2	3.225806e-2	DMR_86	xrcc5
GO Molecular Function	GO:0016651	oxidoreductase activity, acting on NAD(P)H	38	4.262098e-2	1.000000e+0	1.000000e+0	2.300068e+1	4.347697e-2	1	3.623081e-3	8.333333e-2	38	5.770821e-2	1.000000e+0	1.000000e+0	1.685672e+1	5.932352e-2	1	46	4.545455e-2	2.173913e-2	DMR_23	nnt
GO Molecular Function	GO:0005261	cation channel activity	39	4.329778e-2	1.000000e+0	1.000000e+0	5.925630e+0	3.375169e-1	2	2.812641e-2	1.666667e-1	76	2.376641e-1	1.000000e+0	1.000000e+0	3.710091e+0	2.695351e-1	1	209	4.545455e-2	4.784689e-3	DMR_14,DMR_82	kcnj13
GO Molecular Function	GO:0070851	growth factor receptor binding	40	4.527038e-2	1.000000e+0	1.000000e+0	2.162733e+1	4.623779e-2	1	3.853149e-3	8.333333e-2	30	3.551589e-2	1.000000e+0	1.000000e+0	2.769318e+1	3.610997e-2	1	28	4.545455e-2	3.571429e-2	DMR_23	fgf10a
GO Molecular Function	GO:0008094	DNA-dependent ATPase activity	41	4.708725e-2	1.000000e+0	1.000000e+0	2.077485e+1	4.813513e-2	1	4.011261e-3	8.333333e-2	34	4.544004e-2	1.000000e+0	1.000000e+0	2.153914e+1	4.642711e-2	1	36	4.545455e-2	2.777778e-2	DMR_86	xrcc5
GO Molecular Function	GO:0005343	organic acid:sodium symporter activity	42	4.721382e-2	1.000000e+0	1.000000e+0	2.071790e+1	4.826744e-2	1	4.022286e-3	8.333333e-2	26	3.051695e-2	1.000000e+0	1.000000e+0	3.230871e+1	3.095140e-2	1	24	4.545455e-2	4.166667e-2	DMR_38	slc6a1l
GO Molecular Function	GO:0015296	anion:cation symporter activity	43	5.730098e-2	1.000000e+0	1.000000e+0	1.698849e+1	5.886338e-2	1	4.905281e-3	8.333333e-2	35	4.790581e-2	1.000000e+0	1.000000e+0	2.040550e+1	4.900639e-2	1	38	4.545455e-2	2.631579e-2	DMR_38	slc6a1l
GO Molecular Function	GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors	44	6.025489e-2	1.000000e+0	1.000000e+0	1.613269e+1	6.198595e-2	1	5.165496e-3	8.333333e-2	39	6.014371e-2	1.000000e+0	1.000000e+0	1.615436e+1	6.190281e-2	1	48	4.545455e-2	2.083333e-2	DMR_2	srd5a2a
GO Molecular Function	GO:0046872	metal ion binding	45	6.378646e-2	1.000000e+0	1.000000e+0	1.764265e+0	3.967657e+0	7	3.306381e-1	5.833333e-1	6	4.686816e-3	1.000000e+0	1.000000e+0	2.354719e+0	4.246791e+0	10	3293	4.545455e-1	3.036745e-3	DMR_12,DMR_2,DMR_38,DMR_39,DMR_44,DMR_84,DMR_86	atp1a1b,creld2,fstl5,jag1a,lrp1bb,march4,si:ch211-208f21.2,si:dkey-156j15.1,si:dkey-199m13.6,si:dkey-199m13.7
GO Molecular Function	GO:0043169	cation binding	46	6.656551e-2	1.000000e+0	1.000000e+0	1.749383e+0	4.001411e+0	7	3.334510e-1	5.833333e-1	7	4.871873e-3	1.000000e+0	1.000000e+0	2.342626e+0	4.268714e+0	10	3310	4.545455e-1	3.021148e-3	DMR_12,DMR_2,DMR_38,DMR_39,DMR_44,DMR_84,DMR_86	atp1a1b,creld2,fstl5,jag1a,lrp1bb,march4,si:ch211-208f21.2,si:dkey-156j15.1,si:dkey-199m13.6,si:dkey-199m13.7
GO Molecular Function	GO:0015370	solute:sodium symporter activity	47	6.685890e-2	1.000000e+0	1.000000e+0	1.449281e+1	6.899972e-2	1	5.749977e-3	8.333333e-2	42	6.499671e-2	1.000000e+0	1.000000e+0	1.491171e+1	6.706138e-2	1	52	4.545455e-2	1.923077e-2	DMR_38	slc6a1l
GO Molecular Function	GO:0019829	cation-transporting ATPase activity	48	6.693532e-2	1.000000e+0	1.000000e+0	1.447573e+1	6.908115e-2	1	5.756763e-3	8.333333e-2	43	6.982578e-2	1.000000e+0	1.000000e+0	1.384659e+1	7.221994e-2	1	56	4.545455e-2	1.785714e-2	DMR_84	atp1a1b
GO Molecular Function	GO:0046943	carboxylic acid transmembrane transporter activity	49	6.797019e-2	1.000000e+0	1.000000e+0	1.424817e+1	7.018443e-2	1	5.848703e-3	8.333333e-2	40	6.135921e-2	1.000000e+0	1.000000e+0	1.582468e+1	6.319245e-2	1	49	4.545455e-2	2.040816e-2	DMR_38	slc6a1l
GO Molecular Function	GO:0022839	ion gated channel activity	50	7.559245e-2	1.000000e+0	1.000000e+0	4.333462e+0	4.615248e-1	2	3.846040e-2	1.666667e-1	78	2.868747e-1	1.000000e+0	1.000000e+0	2.982343e+0	3.353069e-1	1	260	4.545455e-2	3.846154e-3	DMR_14,DMR_82	kcnj13
GO Molecular Function	GO:0015078	hydrogen ion transmembrane transporter activity	51	7.607039e-2	1.000000e+0	1.000000e+0	1.268084e+1	7.885914e-2	1	6.571595e-3	8.333333e-2	47	1.006393e-1	1.000000e+0	1.000000e+0	9.456208e+0	1.057506e-1	1	82	4.545455e-2	1.219512e-2	DMR_83	atp5g3a
GO Molecular Function	GO:0022836	gated channel activity	52	7.635072e-2	1.000000e+0	1.000000e+0	4.308736e+0	4.641732e-1	2	3.868110e-2	1.666667e-1	79	2.887414e-1	1.000000e+0	1.000000e+0	2.959577e+0	3.378862e-1	1	262	4.545455e-2	3.816794e-3	DMR_14,DMR_82	kcnj13
GO Molecular Function	GO:0005342	organic acid transmembrane transporter activity	53	7.786728e-2	1.000000e+0	1.000000e+0	1.237732e+1	8.079291e-2	1	6.732742e-3	8.333333e-2	41	6.378571e-2	1.000000e+0	1.000000e+0	1.520410e+1	6.577173e-2	1	51	4.545455e-2	1.960784e-2	DMR_38	slc6a1l
GO Molecular Function	GO:0008514	organic anion transmembrane transporter activity	54	8.208370e-2	1.000000e+0	1.000000e+0	1.171727e+1	8.534414e-2	1	7.112011e-3	8.333333e-2	44	7.582865e-2	1.000000e+0	1.000000e+0	1.271162e+1	7.866815e-2	1	61	4.545455e-2	1.639344e-2	DMR_38	slc6a1l
GO Molecular Function	GO:0015294	solute:cation symporter activity	55	9.057882e-2	1.000000e+0	1.000000e+0	1.057392e+1	9.457231e-2	1	7.881026e-3	8.333333e-2	46	9.244057e-2	1.000000e+0	1.000000e+0	1.033879e+1	9.672314e-2	1	75	4.545455e-2	1.333333e-2	DMR_38	slc6a1l
GO Molecular Function	GO:0008026	ATP-dependent helicase activity	56	9.113876e-2	1.000000e+0	1.000000e+0	1.050604e+1	9.518335e-2	1	7.931946e-3	8.333333e-2	47	1.006393e-1	1.000000e+0	1.000000e+0	9.456208e+0	1.057506e-1	1	82	4.545455e-2	1.219512e-2	DMR_86	xrcc5
GO Molecular Function	GO:0005216	ion channel activity	57	9.481034e-2	1.000000e+0	1.000000e+0	3.800958e+0	5.261831e-1	2	4.384859e-2	1.666667e-1	84	3.286470e-1	1.000000e+0	1.000000e+0	2.534017e+0	3.946304e-1	1	306	4.545455e-2	3.267974e-3	DMR_14,DMR_82	kcnj13
GO Molecular Function	GO:0022838	substrate-specific channel activity	58	9.564323e-2	1.000000e+0	1.000000e+0	3.781554e+0	5.288831e-1	2	4.407359e-2	1.666667e-1	85	3.304092e-1	1.000000e+0	1.000000e+0	2.517562e+0	3.972097e-1	1	308	4.545455e-2	3.246753e-3	DMR_14,DMR_82	kcnj13
GO Molecular Function	GO:0015267	channel activity	59	9.885125e-2	1.000000e+0	1.000000e+0	3.709099e+0	5.392145e-1	2	4.493455e-2	1.666667e-1	86	3.426210e-1	1.000000e+0	1.000000e+0	2.408103e+0	4.152647e-1	1	322	4.545455e-2	3.105590e-3	DMR_14,DMR_82	kcnj13
GO Molecular Function	GO:0015293	symporter activity	60	9.943185e-2	1.000000e+0	1.000000e+0	9.590141e+0	1.042738e-1	1	8.689479e-3	8.333333e-2	49	1.052925e-1	1.000000e+0	1.000000e+0	9.016385e+0	1.109092e-1	1	86	4.545455e-2	1.162791e-2	DMR_38	slc6a1l
GO Molecular Function	GO:0005102	receptor binding	61	1.008093e-1	1.000000e+0	1.000000e+0	3.666568e+0	5.454692e-1	2	4.545577e-2	1.666667e-1	45	8.381128e-2	1.000000e+0	1.000000e+0	4.124516e+0	4.849053e-1	2	376	9.090909e-2	5.319149e-3	DMR_2,DMR_23	fgf10a,jag1a
GO Molecular Function	GO:0042626	ATPase activity, coupled to transmembrane movement of substances	62	1.065656e-1	1.000000e+0	1.000000e+0	8.916235e+0	1.121550e-1	1	9.346247e-3	8.333333e-2	49	1.052925e-1	1.000000e+0	1.000000e+0	9.016385e+0	1.109092e-1	1	86	4.545455e-2	1.162791e-2	DMR_84	atp1a1b
GO Molecular Function	GO:0016820	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	63	1.074926e-1	1.000000e+0	1.000000e+0	8.835224e+0	1.131833e-1	1	9.431943e-3	8.333333e-2	52	1.087672e-1	1.000000e+0	1.000000e+0	8.712462e+0	1.147781e-1	1	89	4.545455e-2	1.123596e-2	DMR_84	atp1a1b
GO Molecular Function	GO:0015405	P-P-bond-hydrolysis-driven transmembrane transporter activity	64	1.118626e-1	1.000000e+0	1.000000e+0	8.471392e+0	1.180444e-1	1	9.837029e-3	8.333333e-2	53	1.110766e-1	1.000000e+0	1.000000e+0	8.520979e+0	1.173574e-1	1	91	4.545455e-2	1.098901e-2	DMR_84	atp1a1b
GO Molecular Function	GO:0015081	sodium ion transmembrane transporter activity	65	1.252264e-1	1.000000e+0	1.000000e+0	7.516138e+0	1.330471e-1	1	1.108725e-2	8.333333e-2	53	1.110766e-1	1.000000e+0	1.000000e+0	8.520979e+0	1.173574e-1	1	91	4.545455e-2	1.098901e-2	DMR_38	slc6a1l
GO Molecular Function	GO:0004930	G-protein coupled receptor activity	66	1.330269e-1	1.000000e+0	1.000000e+0	3.106494e+0	6.438125e-1	2	5.365105e-2	1.666667e-1	89	6.045604e-1	1.000000e+0	1.000000e+0	1.101433e+0	9.079078e-1	1	704	4.545455e-2	1.420455e-3	DMR_14,DMR_82	mtnr1ba
GO Molecular Function	GO:0008083	growth factor activity	67	1.417347e-1	1.000000e+0	1.000000e+0	6.584458e+0	1.518728e-1	1	1.265607e-2	8.333333e-2	56	1.248133e-1	1.000000e+0	1.000000e+0	7.528244e+0	1.328331e-1	1	103	4.545455e-2	9.708738e-3	DMR_23	fgf10a
GO Molecular Function	GO:0015291	secondary active transmembrane transporter activity	68	1.473004e-1	1.000000e+0	1.000000e+0	6.317334e+0	1.582946e-1	1	1.319122e-2	8.333333e-2	62	1.549839e-1	1.000000e+0	1.000000e+0	5.964685e+0	1.676534e-1	1	130	4.545455e-2	7.692308e-3	DMR_38	slc6a1l
GO Molecular Function	GO:0050662	coenzyme binding	69	1.481549e-1	1.000000e+0	1.000000e+0	6.278096e+0	1.592840e-1	1	1.327366e-2	8.333333e-2	66	1.659041e-1	1.000000e+0	1.000000e+0	5.538636e+0	1.805499e-1	1	140	4.545455e-2	7.142857e-3	DMR_23	nnt
GO Molecular Function	GO:0004386	helicase activity	70	1.641953e-1	1.000000e+0	1.000000e+0	5.617140e+0	1.780265e-1	1	1.483555e-2	8.333333e-2	61	1.538844e-1	1.000000e+0	1.000000e+0	6.010923e+0	1.663638e-1	1	129	4.545455e-2	7.751938e-3	DMR_86	xrcc5
GO Molecular Function	GO:0016491	oxidoreductase activity	71	1.666736e-1	1.000000e+0	1.000000e+0	2.702865e+0	7.399556e-1	2	6.166296e-2	1.666667e-1	74	2.243126e-1	1.000000e+0	1.000000e+0	2.237833e+0	8.937218e-1	2	693	9.090909e-2	2.886003e-3	DMR_2,DMR_23	nnt,srd5a2a
GO Molecular Function	GO:0008509	anion transmembrane transporter activity	72	1.829141e-1	1.000000e+0	1.000000e+0	4.992009e+0	2.003202e-1	1	1.669335e-2	8.333333e-2	65	1.648182e-1	1.000000e+0	1.000000e+0	5.578483e+0	1.792602e-1	1	139	4.545455e-2	7.194245e-3	DMR_38	slc6a1l
GO Molecular Function	GO:0017111	nucleoside-triphosphatase activity	73	1.862215e-1	1.000000e+0	1.000000e+0	2.519561e+0	7.937892e-1	2	6.614910e-2	1.666667e-1	70	1.990321e-1	1.000000e+0	1.000000e+0	2.423153e+0	8.253708e-1	2	640	9.090909e-2	3.125000e-3	DMR_84,DMR_86	atp1a1b,xrcc5
GO Molecular Function	GO:0016462	pyrophosphatase activity	74	1.904216e-1	1.000000e+0	1.000000e+0	2.483825e+0	8.052096e-1	2	6.710080e-2	1.666667e-1	71	2.070989e-1	1.000000e+0	1.000000e+0	2.360454e+0	8.472947e-1	2	657	9.090909e-2	3.044140e-3	DMR_84,DMR_86	atp1a1b,xrcc5
GO Molecular Function	GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	75	1.943295e-1	1.000000e+0	1.000000e+0	2.451598e+0	8.157945e-1	2	6.798287e-2	1.666667e-1	72	2.090032e-1	1.000000e+0	1.000000e+0	2.346170e+0	8.524533e-1	2	661	9.090909e-2	3.025719e-3	DMR_84,DMR_86	atp1a1b,xrcc5
GO Molecular Function	GO:0016817	hydrolase activity, acting on acid anhydrides	76	1.955127e-1	1.000000e+0	1.000000e+0	2.442027e+0	8.189918e-1	2	6.824931e-2	1.666667e-1	73	2.109098e-1	1.000000e+0	1.000000e+0	2.332057e+0	8.576118e-1	2	665	9.090909e-2	3.007519e-3	DMR_84,DMR_86	atp1a1b,xrcc5
GO Molecular Function	GO:0048037	cofactor binding	77	2.109365e-1	1.000000e+0	1.000000e+0	4.262843e+0	2.345852e-1	1	1.954877e-2	8.333333e-2	75	2.346706e-1	1.000000e+0	1.000000e+0	3.764122e+0	2.656662e-1	1	206	4.545455e-2	4.854369e-3	DMR_23	nnt
