# GREAT version 3.0.0	Species assembly: danRer7	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Biological Process	GO:0009168	purine ribonucleoside monophosphate biosynthetic process	12	7.764530e-4	1.000000e+0	2.631529e-1	4.803312e+1	4.163794e-2	2	3.469828e-3	1.666667e-1	6	1.948278e-3	1.000000e+0	1.000000e+0	3.040820e+1	6.577173e-2	2	51	9.090909e-2	3.921569e-2	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0048511	rhythmic process	13	7.894498e-4	1.000000e+0	2.469763e-1	4.763145e+1	4.198907e-2	2	3.499089e-3	1.666667e-1	48	2.800822e-2	1.000000e+0	1.000000e+0	3.524587e+1	2.837212e-2	1	22	4.545455e-2	4.545455e-2	DMR_14,DMR_82	mtnr1ba
GO Biological Process	GO:0051648	vesicle localization	14	8.033484e-4	1.000000e+0	2.333727e-1	4.721274e+1	4.236145e-2	2	3.530121e-3	1.666667e-1	69	4.296818e-2	1.000000e+0	1.000000e+0	2.280615e+1	4.384782e-2	1	34	4.545455e-2	2.941176e-2	DMR_14,DMR_82	kcnj13
GO Biological Process	GO:0009201	ribonucleoside triphosphate biosynthetic process	15	9.175091e-4	1.000000e+0	2.487673e-1	4.414185e+1	4.530848e-2	2	3.775706e-3	1.666667e-1	4	1.656996e-3	1.000000e+0	1.000000e+0	3.299613e+1	6.061317e-2	2	47	9.090909e-2	4.255319e-2	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0009142	nucleoside triphosphate biosynthetic process	16	9.855352e-4	1.000000e+0	2.505107e-1	4.257141e+1	4.697988e-2	2	3.914990e-3	1.666667e-1	5	1.873335e-3	1.000000e+0	1.000000e+0	3.101636e+1	6.448209e-2	2	50	9.090909e-2	4.000000e-2	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0006811	ion transport	17	1.288246e-3	1.000000e+0	3.081939e-1	5.468845e+0	9.142698e-1	5	7.618915e-2	4.166667e-1	26	9.219249e-3	1.000000e+0	1.000000e+0	4.713733e+0	8.485843e-1	4	658	1.818182e-1	6.079027e-3	DMR_14,DMR_23,DMR_82,DMR_83,DMR_84	atp1a1b,atp5g3a,kcnj13,nnt
GO Biological Process	GO:0009156	ribonucleoside monophosphate biosynthetic process	18	1.334179e-3	1.000000e+0	3.014503e-1	3.650955e+1	5.478019e-2	2	4.565016e-3	1.666667e-1	11	2.864887e-3	1.000000e+0	1.000000e+0	2.501320e+1	7.995779e-2	2	62	9.090909e-2	3.225806e-2	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0009124	nucleoside monophosphate biosynthetic process	19	1.355977e-3	1.000000e+0	2.902504e-1	3.621036e+1	5.523282e-2	2	4.602735e-3	1.666667e-1	12	2.956513e-3	1.000000e+0	1.000000e+0	2.461616e+1	8.124744e-2	2	63	9.090909e-2	3.174603e-2	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0046034	ATP metabolic process	20	1.540569e-3	1.000000e+0	3.132747e-1	3.393690e+1	5.893290e-2	2	4.911075e-3	1.666667e-1	7	2.024629e-3	1.000000e+0	1.000000e+0	2.982343e+1	6.706138e-2	2	52	9.090909e-2	3.846154e-2	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0046129	purine ribonucleoside biosynthetic process	21	1.864462e-3	1.000000e+0	3.610841e-1	3.079722e+1	6.494093e-2	2	5.411744e-3	1.666667e-1	13	3.239585e-3	1.000000e+0	1.000000e+0	2.349725e+1	8.511636e-2	2	66	9.090909e-2	3.030303e-2	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0044765	single-organism transport	22	2.200061e-3	1.000000e+0	4.067113e-1	3.848258e+0	1.559147e+0	6	1.299289e-1	5.000000e-1	33	1.638137e-2	1.000000e+0	1.000000e+0	3.233566e+0	1.546281e+0	5	1199	2.272727e-1	4.170142e-3	DMR_14,DMR_23,DMR_38,DMR_82,DMR_83,DMR_84	atp1a1b,atp5g3a,kcnj13,nnt,slc6a1l
GO Biological Process	GO:0009152	purine ribonucleotide biosynthetic process	23	2.405419e-3	1.000000e+0	4.253408e-1	2.704625e+1	7.394741e-2	2	6.162284e-3	1.666667e-1	15	4.270941e-3	1.000000e+0	1.000000e+0	2.040550e+1	9.801278e-2	2	76	9.090909e-2	2.631579e-2	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0006164	purine nucleotide biosynthetic process	24	2.449853e-3	1.000000e+0	4.151480e-1	2.679468e+1	7.464168e-2	2	6.220140e-3	1.666667e-1	16	4.381419e-3	1.000000e+0	1.000000e+0	2.014050e+1	9.930242e-2	2	77	9.090909e-2	2.597403e-2	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0009167	purine ribonucleoside monophosphate metabolic process	25	2.583821e-3	1.000000e+0	4.203360e-1	2.607590e+1	7.669917e-2	2	6.391597e-3	1.666667e-1	14	4.053963e-3	1.000000e+0	1.000000e+0	2.095700e+1	9.543350e-2	2	74	9.090909e-2	2.702703e-2	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0051656	establishment of organelle localization	26	3.063401e-3	1.000000e+0	4.791866e-1	2.390163e+1	8.367632e-2	2	6.973026e-3	1.666667e-1	85	7.223138e-2	1.000000e+0	1.000000e+0	1.336912e+1	7.479923e-2	1	58	4.545455e-2	1.724138e-2	DMR_14,DMR_82	kcnj13
GO Biological Process	GO:0042455	ribonucleoside biosynthetic process	27	3.104637e-3	1.000000e+0	4.676503e-1	2.373858e+1	8.425104e-2	2	7.020920e-3	1.666667e-1	17	4.720771e-3	1.000000e+0	1.000000e+0	1.938523e+1	1.031713e-1	2	80	9.090909e-2	2.500000e-2	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:1901659	glycosyl compound biosynthetic process	28	3.159635e-3	1.000000e+0	4.589370e-1	2.352610e+1	8.501196e-2	2	7.084330e-3	1.666667e-1	18	4.836517e-3	1.000000e+0	1.000000e+0	1.914590e+1	1.044610e-1	2	81	9.090909e-2	2.469136e-2	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0009161	ribonucleoside monophosphate metabolic process	29	3.519375e-3	1.000000e+0	4.935620e-1	2.226145e+1	8.984142e-2	2	7.486785e-3	1.666667e-1	19	5.312556e-3	1.000000e+0	1.000000e+0	1.824492e+1	1.096196e-1	2	85	9.090909e-2	2.352941e-2	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0009260	ribonucleotide biosynthetic process	30	3.529520e-3	1.000000e+0	4.784853e-1	2.222861e+1	8.997413e-2	2	7.497844e-3	1.666667e-1	21	5.683202e-3	1.000000e+0	1.000000e+0	1.762293e+1	1.134885e-1	2	88	9.090909e-2	2.272727e-2	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0051640	organelle localization	31	3.541695e-3	1.000000e+0	4.646475e-1	2.218939e+1	9.013316e-2	2	7.511096e-3	1.666667e-1	93	8.179452e-2	1.000000e+0	1.000000e+0	1.174862e+1	8.511636e-2	1	66	4.545455e-2	1.515152e-2	DMR_14,DMR_82	kcnj13
GO Biological Process	GO:0009123	nucleoside monophosphate metabolic process	32	3.554033e-3	1.000000e+0	4.516954e-1	2.214985e+1	9.029405e-2	2	7.524504e-3	1.666667e-1	20	5.434813e-3	1.000000e+0	1.000000e+0	1.803277e+1	1.109092e-1	2	86	9.090909e-2	2.325581e-2	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0072522	purine-containing compound biosynthetic process	33	3.703952e-3	1.000000e+0	4.564840e-1	2.168532e+1	9.222831e-2	2	7.685692e-3	1.666667e-1	22	6.065423e-3	1.000000e+0	1.000000e+0	1.704196e+1	1.173574e-1	2	91	9.090909e-2	2.197802e-2	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0060022	hard palate development	34	7.392697e-3	1.000000e+0	8.842970e-1	1.348097e+2	7.417865e-3	1	6.181554e-4	8.333333e-2	23	7.714073e-3	1.000000e+0	1.000000e+0	1.292348e+2	7.737851e-3	1	6	4.545455e-2	1.666667e-1	DMR_23	fgf10a
GO Biological Process	GO:0043473	pigmentation	35	7.971077e-3	1.000000e+0	9.262391e-1	1.459974e+1	1.369887e-1	2	1.141573e-2	1.666667e-1	100	9.596300e-2	1.000000e+0	1.000000e+0	9.941142e+0	1.005921e-1	1	78	4.545455e-2	1.282051e-2	DMR_14,DMR_82	kcnj13
GO Biological Process	GO:0009165	nucleotide biosynthetic process	36	8.890471e-3	1.000000e+0	1.000000e+0	1.379357e+1	1.449951e-1	2	1.208293e-2	1.666667e-1	30	1.425194e-2	1.000000e+0	1.000000e+0	1.092125e+1	1.831291e-1	2	142	9.090909e-2	1.408451e-2	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:1901293	nucleoside phosphate biosynthetic process	37	9.303897e-3	1.000000e+0	1.000000e+0	1.347062e+1	1.484712e-1	2	1.237260e-2	1.666667e-1	31	1.502242e-2	1.000000e+0	1.000000e+0	1.062204e+1	1.882877e-1	2	146	9.090909e-2	1.369863e-2	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0015986	ATP synthesis coupled proton transport	38	1.073152e-2	1.000000e+0	1.000000e+0	9.272422e+1	1.078467e-2	1	8.987224e-4	8.333333e-2	43	2.549329e-2	1.000000e+0	1.000000e+0	3.877045e+1	2.579284e-2	1	20	4.545455e-2	5.000000e-2	DMR_83	atp5g3a
GO Biological Process	GO:0006810	transport	39	1.150357e-2	1.000000e+0	1.000000e+0	2.783653e+0	2.155441e+0	6	1.796201e-1	5.000000e-1	82	6.811171e-2	1.000000e+0	1.000000e+0	2.212925e+0	2.259452e+0	5	1752	2.272727e-1	2.853881e-3	DMR_14,DMR_23,DMR_38,DMR_82,DMR_83,DMR_84	atp1a1b,atp5g3a,kcnj13,nnt,slc6a1l
GO Biological Process	GO:0051234	establishment of localization	40	1.249282e-2	1.000000e+0	1.000000e+0	2.737402e+0	2.191859e+0	6	1.826549e-1	5.000000e-1	84	7.142198e-2	1.000000e+0	1.000000e+0	2.183021e+0	2.290404e+0	5	1776	2.272727e-1	2.815315e-3	DMR_14,DMR_23,DMR_38,DMR_82,DMR_83,DMR_84	atp1a1b,atp5g3a,kcnj13,nnt,slc6a1l
GO Biological Process	GO:0006813	potassium ion transport	41	1.350371e-2	1.000000e+0	1.000000e+0	1.108255e+1	1.804639e-1	2	1.503866e-2	1.666667e-1	116	1.416994e-1	1.000000e+0	1.000000e+0	6.571263e+0	1.521777e-1	1	118	4.545455e-2	8.474576e-3	DMR_14,DMR_82	kcnj13
GO Biological Process	GO:0006303	double-strand break repair via nonhomologous end joining	42	1.350859e-2	1.000000e+0	1.000000e+0	7.356751e+1	1.359296e-2	1	1.132746e-3	8.333333e-2	23	7.714073e-3	1.000000e+0	1.000000e+0	1.292348e+2	7.737851e-3	1	6	4.545455e-2	1.666667e-1	DMR_86	xrcc5
GO Biological Process	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	43	1.598664e-2	1.000000e+0	1.000000e+0	6.209258e+1	1.610498e-2	1	1.342082e-3	8.333333e-2	25	8.994217e-3	1.000000e+0	1.000000e+0	1.107727e+2	9.027493e-3	1	7	4.545455e-2	1.428571e-1	DMR_86	xrcc5
GO Biological Process	GO:0034765	regulation of ion transmembrane transport	44	1.601875e-2	1.000000e+0	1.000000e+0	1.012750e+1	1.974821e-1	2	1.645684e-2	1.666667e-1	112	1.327326e-1	1.000000e+0	1.000000e+0	7.049174e+0	1.418606e-1	1	110	4.545455e-2	9.090909e-3	DMR_14,DMR_82	kcnj13
GO Biological Process	GO:0009205	purine ribonucleoside triphosphate metabolic process	45	1.664764e-2	1.000000e+0	1.000000e+0	9.923170e+0	2.015485e-1	2	1.679571e-2	1.666667e-1	38	2.135365e-2	1.000000e+0	1.000000e+0	8.811467e+0	2.269770e-1	2	176	9.090909e-2	1.136364e-2	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0034762	regulation of transmembrane transport	46	1.675937e-2	1.000000e+0	1.000000e+0	9.888077e+0	2.022638e-1	2	1.685532e-2	1.666667e-1	113	1.338583e-1	1.000000e+0	1.000000e+0	6.985667e+0	1.431502e-1	1	111	4.545455e-2	9.009009e-3	DMR_14,DMR_82	kcnj13
GO Biological Process	GO:0048920	posterior lateral line neuromast primordium migration	47	1.772488e-2	1.000000e+0	1.000000e+0	5.595807e+1	1.787052e-2	1	1.489210e-3	8.333333e-2	28	1.154978e-2	1.000000e+0	1.000000e+0	8.615657e+1	1.160678e-2	1	9	4.545455e-2	1.111111e-1	DMR_23	fgf10a
GO Biological Process	GO:0009199	ribonucleoside triphosphate metabolic process	48	1.809615e-2	1.000000e+0	1.000000e+0	9.493708e+0	2.106659e-1	2	1.755549e-2	1.666667e-1	41	2.343610e-2	1.000000e+0	1.000000e+0	8.382801e+0	2.385837e-1	2	185	9.090909e-2	1.081081e-2	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0043269	regulation of ion transport	49	1.823702e-2	1.000000e+0	1.000000e+0	9.454692e+0	2.115352e-1	2	1.762793e-2	1.666667e-1	117	1.439272e-1	1.000000e+0	1.000000e+0	6.461742e+0	1.547570e-1	1	120	4.545455e-2	8.333333e-3	DMR_14,DMR_82	kcnj13
GO Biological Process	GO:0009141	nucleoside triphosphate metabolic process	50	1.846638e-2	1.000000e+0	1.000000e+0	9.392124e+0	2.129444e-1	2	1.774537e-2	1.666667e-1	42	2.462810e-2	1.000000e+0	1.000000e+0	8.162201e+0	2.450319e-1	2	190	9.090909e-2	1.052632e-2	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0015991	ATP hydrolysis coupled proton transport	51	2.138293e-2	1.000000e+0	1.000000e+0	4.630615e+1	2.159540e-2	1	1.799617e-3	8.333333e-2	64	3.924893e-2	1.000000e+0	1.000000e+0	2.501320e+1	3.997890e-2	1	31	4.545455e-2	3.225806e-2	DMR_83	atp5g3a
GO Biological Process	GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator	52	2.185279e-2	1.000000e+0	1.000000e+0	4.530058e+1	2.207477e-2	1	1.839564e-3	8.333333e-2	29	1.282520e-2	1.000000e+0	1.000000e+0	7.754091e+1	1.289642e-2	1	10	4.545455e-2	1.000000e-1	DMR_86	xrcc5
GO Biological Process	GO:0090407	organophosphate biosynthetic process	53	2.186890e-2	1.000000e+0	1.000000e+0	8.582691e+0	2.330272e-1	2	1.941893e-2	1.666667e-1	47	2.758878e-2	1.000000e+0	1.000000e+0	7.677318e+0	2.605076e-1	2	202	9.090909e-2	9.900990e-3	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0060021	palate development	54	2.265524e-2	1.000000e+0	1.000000e+0	4.367967e+1	2.289395e-2	1	1.907829e-3	8.333333e-2	34	1.664204e-2	1.000000e+0	1.000000e+0	5.964685e+1	1.676534e-2	1	13	4.545455e-2	7.692308e-2	DMR_23	fgf10a
GO Biological Process	GO:0046128	purine ribonucleoside metabolic process	55	2.271151e-2	1.000000e+0	1.000000e+0	8.410870e+0	2.377875e-1	2	1.981563e-2	1.666667e-1	49	2.989963e-2	1.000000e+0	1.000000e+0	7.349849e+0	2.721144e-1	2	211	9.090909e-2	9.478673e-3	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0009150	purine ribonucleotide metabolic process	56	2.301412e-2	1.000000e+0	1.000000e+0	8.351474e+0	2.394787e-1	2	1.995656e-2	1.666667e-1	51	3.121610e-2	1.000000e+0	1.000000e+0	7.179714e+0	2.785626e-1	2	216	9.090909e-2	9.259259e-3	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0072331	signal transduction by p53 class mediator	57	2.312929e-2	1.000000e+0	1.000000e+0	4.277495e+1	2.337817e-2	1	1.948181e-3	8.333333e-2	32	1.537132e-2	1.000000e+0	1.000000e+0	6.461742e+1	1.547570e-2	1	12	4.545455e-2	8.333333e-2	DMR_86	xrcc5
GO Biological Process	GO:0006163	purine nucleotide metabolic process	58	2.332844e-2	1.000000e+0	1.000000e+0	8.291006e+0	2.412252e-1	2	2.010210e-2	1.666667e-1	53	3.201701e-2	1.000000e+0	1.000000e+0	7.081362e+0	2.824316e-1	2	219	9.090909e-2	9.132420e-3	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	59	2.520954e-2	1.000000e+0	1.000000e+0	3.920708e+1	2.550560e-2	1	2.125466e-3	8.333333e-2	37	1.791118e-2	1.000000e+0	1.000000e+0	5.538636e+1	1.805499e-2	1	14	4.545455e-2	7.142857e-2	DMR_86	xrcc5
GO Biological Process	GO:0009259	ribonucleotide metabolic process	60	2.596588e-2	1.000000e+0	1.000000e+0	7.827623e+0	2.555054e-1	2	2.129212e-2	1.666667e-1	55	3.446855e-2	1.000000e+0	1.000000e+0	6.801834e+0	2.940383e-1	2	228	9.090909e-2	8.771930e-3	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0009119	ribonucleoside metabolic process	61	2.658043e-2	1.000000e+0	1.000000e+0	7.729668e+0	2.587433e-1	2	2.156194e-2	1.666667e-1	55	3.446855e-2	1.000000e+0	1.000000e+0	6.801834e+0	2.940383e-1	2	228	9.090909e-2	8.771930e-3	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0030878	thyroid gland development	62	2.799207e-2	1.000000e+0	1.000000e+0	3.526372e+1	2.835776e-2	1	2.363146e-3	8.333333e-2	34	1.664204e-2	1.000000e+0	1.000000e+0	5.964685e+1	1.676534e-2	1	13	4.545455e-2	7.692308e-2	DMR_2	jag1a
GO Biological Process	GO:0009116	nucleoside metabolic process	63	2.856701e-2	1.000000e+0	1.000000e+0	7.434899e+0	2.690016e-1	2	2.241680e-2	1.666667e-1	58	3.727662e-2	1.000000e+0	1.000000e+0	6.516043e+0	3.069348e-1	2	238	9.090909e-2	8.403361e-3	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:1901657	glycosyl compound metabolic process	64	2.919300e-2	1.000000e+0	1.000000e+0	7.348296e+0	2.721719e-1	2	2.268099e-2	1.666667e-1	61	3.813595e-2	1.000000e+0	1.000000e+0	6.434930e+0	3.108037e-1	2	241	9.090909e-2	8.298755e-3	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0051049	regulation of transport	65	2.950179e-2	1.000000e+0	1.000000e+0	7.306593e+0	2.737254e-1	2	2.281045e-2	1.666667e-1	132	2.072198e-1	1.000000e+0	1.000000e+0	4.331894e+0	2.308459e-1	1	179	4.545455e-2	5.586592e-3	DMR_14,DMR_82	kcnj13
GO Biological Process	GO:0051179	localization	66	2.951799e-2	1.000000e+0	1.000000e+0	2.287776e+0	2.622635e+0	6	2.185529e-1	5.000000e-1	63	3.882389e-2	1.000000e+0	1.000000e+0	2.296374e+0	2.612814e+0	6	2026	2.727273e-1	2.961500e-3	DMR_14,DMR_23,DMR_38,DMR_82,DMR_83,DMR_84	atp1a1b,atp5g3a,fgf10a,kcnj13,nnt,slc6a1l
GO Biological Process	GO:0072521	purine-containing compound metabolic process	67	2.995834e-2	1.000000e+0	1.000000e+0	7.246117e+0	2.760099e-1	2	2.300082e-2	1.666667e-1	62	3.842411e-2	1.000000e+0	1.000000e+0	6.408340e+0	3.120933e-1	2	242	9.090909e-2	8.264463e-3	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0097193	intrinsic apoptotic signaling pathway	68	3.102526e-2	1.000000e+0	1.000000e+0	3.177086e+1	3.147539e-2	1	2.622949e-3	8.333333e-2	39	2.170925e-2	1.000000e+0	1.000000e+0	4.561230e+1	2.192391e-2	1	17	4.545455e-2	5.882353e-2	DMR_86	xrcc5
GO Biological Process	GO:0008202	steroid metabolic process	69	3.139986e-2	1.000000e+0	1.000000e+0	3.138630e+1	3.186103e-2	1	2.655086e-3	8.333333e-2	72	4.913641e-2	1.000000e+0	1.000000e+0	1.988228e+1	5.029603e-2	1	39	4.545455e-2	2.564103e-2	DMR_2	srd5a2a
GO Biological Process	GO:1901566	organonitrogen compound biosynthetic process	70	3.264141e-2	1.000000e+0	1.000000e+0	6.916691e+0	2.891556e-1	2	2.409630e-2	1.666667e-1	67	4.164947e-2	1.000000e+0	1.000000e+0	6.129716e+0	3.262794e-1	2	253	9.090909e-2	7.905138e-3	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0097190	apoptotic signaling pathway	71	3.302672e-2	1.000000e+0	1.000000e+0	2.981740e+1	3.353746e-2	1	2.794788e-3	8.333333e-2	44	2.675153e-2	1.000000e+0	1.000000e+0	3.692424e+1	2.708248e-2	1	21	4.545455e-2	4.761905e-2	DMR_86	xrcc5
GO Biological Process	GO:0048794	swim bladder development	72	3.561006e-2	1.000000e+0	1.000000e+0	2.762062e+1	3.620484e-2	1	3.017070e-3	8.333333e-2	40	2.297215e-2	1.000000e+0	1.000000e+0	4.307828e+1	2.321355e-2	1	18	4.545455e-2	5.555556e-2	DMR_23	fgf10a
GO Biological Process	GO:0010212	response to ionizing radiation	73	3.589532e-2	1.000000e+0	1.000000e+0	2.739742e+1	3.649978e-2	1	3.041648e-3	8.333333e-2	44	2.675153e-2	1.000000e+0	1.000000e+0	3.692424e+1	2.708248e-2	1	21	4.545455e-2	4.761905e-2	DMR_86	xrcc5
GO Biological Process	GO:0007165	signal transduction	74	4.100250e-2	1.000000e+0	1.000000e+0	2.130123e+0	2.816739e+0	6	2.347282e-1	5.000000e-1	111	1.313251e-1	1.000000e+0	1.000000e+0	1.817649e+0	2.750806e+0	5	2133	2.272727e-1	2.344116e-3	DMR_12,DMR_14,DMR_2,DMR_23,DMR_82,DMR_86	fgf10a,jag1a,mtnr1ba,rapgef2,xrcc5
GO Biological Process	GO:0000723	telomere maintenance	75	4.117329e-2	1.000000e+0	1.000000e+0	2.382578e+1	4.197135e-2	1	3.497612e-3	8.333333e-2	34	1.664204e-2	1.000000e+0	1.000000e+0	5.964685e+1	1.676534e-2	1	13	4.545455e-2	7.692308e-2	DMR_86	xrcc5
GO Biological Process	GO:0009117	nucleotide metabolic process	76	4.319532e-2	1.000000e+0	1.000000e+0	5.933377e+0	3.370761e-1	2	2.808968e-2	1.666667e-1	80	6.264184e-2	1.000000e+0	1.000000e+0	4.876787e+0	4.101061e-1	2	318	9.090909e-2	6.289308e-3	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0006753	nucleoside phosphate metabolic process	77	4.360391e-2	1.000000e+0	1.000000e+0	5.902644e+0	3.388312e-1	2	2.823593e-2	1.666667e-1	81	6.438286e-2	1.000000e+0	1.000000e+0	4.801295e+0	4.165543e-1	2	323	9.090909e-2	6.191950e-3	DMR_83,DMR_84	atp1a1b,atp5g3a
